Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,5,Hard,12,7,5,58.3%,3,2,1,66.7%,2022,2026,R64,12,1.01,3.5%,3.4%,59.4%,61.1%,48.3%,55.9%,44.5%,55.0%,57.0%
Roland Garros,4,Clay,4,0,4,0.0%,0,0,0,-,2022,2025,R128,4,0.74,0.4%,2.5%,65.8%,57.5%,39.4%,51.3%,35.8%,54.5%,44.4%
Wimbledon,4,Grass,5,1,4,20.0%,1,0,1,0.0%,2022,2025,R64,5,0.82,1.3%,3.3%,60.1%,64.6%,49.2%,58.5%,34.1%,54.5%,30.8%
US Open,5,Hard,8,3,5,37.5%,2,1,1,50.0%,2021,2025,R32,8,0.94,4.5%,3.8%,55.3%,63.6%,45.8%,55.6%,41.9%,60.8%,46.0%
Olympics,1,,1,0,1,0.0%,0,0,0,-,2024,2024,R64,1,0.71,0.0%,2.8%,63.9%,43.5%,42.3%,43.1%,40.3%,62.5%,100.0%
Cluj-Napoca,2,Hard,6,4,2,66.7%,1,1,0,100.0%,2025,2026,F,6,1.29,6.2%,2.4%,59.2%,71.0%,53.6%,63.9%,46.5%,46.2%,46.8%
Guangzhou,3,Hard,8,5,3,62.5%,3,2,1,66.7%,2023,2025,SF,8,1.08,2.5%,3.8%,62.6%,63.2%,47.1%,57.2%,46.4%,62.3%,51.5%
Ningbo,2,Hard,4,2,2,50.0%,2,1,1,50.0%,2023,2025,QF,4,0.95,4.0%,4.8%,61.7%,64.7%,50.5%,59.3%,38.8%,54.2%,42.9%
Wuhan,2,Hard,7,4,3,57.1%,3,1,2,33.3%,2024,2025,R32,7,1.02,3.1%,2.5%,63.8%,61.0%,44.3%,55.0%,45.8%,54.5%,54.8%
Beijing,3,Hard,4,1,3,25.0%,0,0,0,-,2023,2025,R128,4,0.89,1.4%,4.1%,63.7%,59.1%,41.5%,52.7%,41.9%,54.5%,43.8%
Cleveland,2,Hard,2,0,2,0.0%,1,0,1,0.0%,2024,2025,R32,2,0.77,2.1%,2.1%,62.8%,54.9%,48.1%,52.4%,36.8%,65.2%,21.4%
