Match,Result,Unret%,<=3 W%,RiP W%,1st: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2ndAgg
2025 US Open R128,L vs Valentova,25.5%,27.5%,42.3%,37.5%,41.7%,43.3%,57.1%,48.1%,60.0%,16.3%,16.3%,41.5%,4.0%,45.8%,33.3%,8
2025 Wimbledon R64,L vs Andreeva,12.3%,21.5%,51.0%,14.3%,31.4%,60.0%,52.9%,33.3%,100.0%,12.5%,12.5%,38.1%,15.4%,9.1%,100.0%,-4
2025 Cluj Napoca F,L vs Potapova,16.7%,20.5%,49.2%,17.4%,23.9%,60.5%,43.8%,40.0%,57.1%,17.9%,17.9%,30.4%,27.8%,90.0%,100.0%,47
2025 Cluj Napoca R32,W vs Halep,26.1%,30.4%,63.6%,32.4%,38.2%,60.9%,92.3%,38.1%,0.0%,9.1%,9.1%,70.0%,14.3%,50.0%,-,-23
2024 Auckland R32,L vs Keys,21.3%,22.7%,42.1%,24.0%,26.0%,44.7%,25.0%,73.1%,85.7%,17.4%,17.4%,36.8%,0.0%,100.0%,100.0%,-7
2024 BJK Cup Finals RR,W vs Hruncakova,25.5%,38.3%,45.7%,27.6%,44.8%,42.9%,37.5%,61.5%,0.0%,22.2%,27.8%,50.0%,0.0%,100.0%,100.0%,-104
2024 Osaka R16,L vs Lamens,22.0%,24.0%,41.0%,29.0%,32.3%,54.5%,58.3%,47.4%,-,10.5%,10.5%,23.5%,0.0%,66.7%,100.0%,-104
2024 US Open R64,L vs Sabalenka,25.0%,31.3%,39.4%,37.0%,48.1%,41.2%,84.6%,50.0%,50.0%,11.1%,11.1%,37.5%,11.1%,66.7%,100.0%,-9
2024 Wimbledon R128,L vs Fernandez,18.9%,31.1%,44.8%,21.3%,36.2%,54.1%,65.2%,20.8%,16.7%,16.0%,24.0%,28.6%,0.0%,35.7%,-,-14
2024 Rome R128,L vs Kenin,24.6%,31.9%,32.6%,34.2%,47.4%,44.0%,52.9%,76.2%,71.4%,16.0%,16.0%,19.0%,7.1%,72.7%,100.0%,30
2024 Linz R32,W vs Kerber,31.6%,42.1%,70.8%,37.5%,50.0%,73.3%,61.5%,27.3%,-,25.0%,33.3%,66.7%,0.0%,28.6%,-,68
2024 Brisbane R32,L vs Sabalenka,18.8%,37.5%,39.1%,35.7%,64.3%,44.4%,50.0%,37.5%,0.0%,6.7%,20.0%,35.7%,0.0%,85.7%,100.0%,-55
2023 Bad Homburg F,L vs Siniakova,11.5%,23.0%,52.0%,10.5%,28.9%,50.0%,73.3%,21.7%,20.0%,15.8%,15.8%,56.3%,10.0%,66.7%,100.0%,31
2023 Roland Garros R128,L vs Jabeur,11.3%,19.4%,40.7%,14.3%,23.8%,50.0%,47.8%,63.2%,50.0%,5.3%,10.5%,22.2%,14.3%,91.7%,100.0%,-61
2023 Rabat F,W vs Grabher,22.0%,31.2%,49.4%,18.1%,30.1%,54.4%,55.9%,93.9%,83.3%,37.5%,37.5%,26.7%,37.5%,87.5%,100.0%,-11
2023 Merida R32,L vs Volynets,15.3%,20.0%,41.2%,21.6%,25.5%,47.5%,70.0%,16.1%,0.0%,6.7%,13.3%,32.1%,0.0%,21.4%,0.0%,-51
2022 Palermo F,L vs Begu,1.8%,7.3%,42.6%,2.3%,9.3%,47.6%,47.6%,54.5%,44.4%,0.0%,0.0%,25.0%,0.0%,100.0%,100.0%,-119
2022 Rabat SF,L vs Trevisan,14.8%,21.3%,47.1%,17.0%,23.4%,46.2%,70.0%,25.9%,0.0%,7.7%,15.4%,50.0%,12.5%,40.0%,-,-36
2022 Miami R16,L vs Saville,13.9%,24.1%,49.5%,12.3%,23.3%,45.3%,33.3%,67.6%,60.0%,17.1%,25.7%,58.6%,0.0%,69.6%,66.7%,-104
2022 Australian Open R64,L vs Barty,9.1%,12.1%,32.0%,10.0%,15.0%,33.3%,50.0%,30.0%,100.0%,12.5%,12.5%,28.6%,0.0%,100.0%,100.0%,-30
Last 52 Weeks (2 matches),,20.4%,25.1%,45.9%,27.7%,37.3%,51.7%,55.3%,42.2%,66.7%,15.1%,15.1%,40.3%,7.9%,34.3%,42.9%,32
Career (22 matches),,19.0%,25.8%,46.3%,22.2%,31.4%,50.0%,53.3%,48.9%,44.6%,15.2%,18.4%,39.9%,8.3%,65.0%,78.4%,21
