Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2025 US Open R128,L vs Valentova,1.09,0.86,70.5,2.3,3.8%,67.3%,6.0%,42.0%,31.7%,40.0%
2025 Wimbledon R64,L vs Andreeva,1.02,0.66,54.6,2.0,2.9%,47.1%,0.0%,58.1%,24.2%,37.9%
2025 Cluj-Napoca F,L vs Potapova,0.95,0.78,57.5,4.7,0.0%,56.1%,2.7%,54.1%,40.0%,32.5%
2025 Cluj-Napoca R32,W vs Halep,1.10,2.41,34.4,2.0,8.3%,75.0%,0.0%,68.2%,68.4%,53.3%
2025 Auckland R32,L vs Keys,0.93,0.64,60.8,2.2,0.0%,50.0%,0.0%,56.8%,28.6%,36.4%
2024 BJK Cup Finals F,W vs Hruncakova,1.14,1.48,47.3,2.1,8.0%,56.0%,4.5%,63.6%,46.7%,58.6%
2024 Osaka R16,L vs Lamens,0.86,0.60,44.2,2.1,3.6%,57.1%,0.0%,50.0%,29.6%,34.6%
2024 US Open R64,L vs Sabalenka,0.86,0.39,35.6,2.0,8.0%,60.0%,0.0%,43.5%,22.7%,21.1%
2024 Wimbledon R128,L vs Fernandez,0.93,0.61,52.3,3.1,2.6%,63.2%,0.0%,44.4%,23.3%,38.5%
2024 Rome R128,L vs Kenin,0.98,0.73,48.5,3.2,8.6%,57.1%,2.9%,35.3%,43.2%,36.4%
2024 Linz R32,W vs Kerber,1.01,2.25,38.3,2.0,10.0%,85.0%,5.6%,66.7%,54.8%,50.0%
2024 Brisbane R32,L vs Sabalenka,0.78,0.37,32.6,2.2,11.1%,33.3%,14.3%,64.3%,29.2%,20.0%
2023 US Open R32,L vs Zheng,0.93,0.90,78.0,8.2,1.7%,57.6%,0.0%,48.1%,43.1%,47.8%
2023 US Open R64,W vs Lys,1.12,1.41,48.7,2.3,3.6%,60.7%,7.7%,46.2%,58.1%,58.6%
2023 US Open R128,W vs Krejcikova,1.07,1.24,62.3,2.7,6.7%,57.8%,9.3%,55.8%,50.0%,50.0%
2023 Wimbledon R128,L vs Cristian,0.82,0.74,54.9,2.3,0.0%,58.6%,0.0%,48.3%,41.2%,42.4%
2023 Bad Homburg F,L vs Siniakova,0.78,0.78,53.8,2.2,3.2%,67.7%,0.0%,40.0%,52.9%,38.2%
2023 Roland Garros R128,L vs Jabeur,0.74,0.51,30.1,2.2,0.0%,51.5%,0.0%,41.4%,34.6%,39.1%
2023 Rabat F,W vs Grabher,1.09,1.16,80.0,7.6,3.5%,52.6%,0.0%,67.3%,40.4%,45.3%
2023 Merida R32,L vs Volynets,1.10,0.78,50.5,4.6,2.3%,47.7%,0.0%,48.8%,37.8%,35.3%
2025 (5 matches),,1.01,0.86,58.2,2.4,2.6%,58.7%,2.3%,53.7%,36.1%,38.3%
2024 (7 matches),,0.95,0.79,43.9,2.3,6.9%,59.3%,3.0%,49.7%,36.8%,38.7%
2023 (8 matches),,0.97,0.94,60.8,3.1,2.8%,56.1%,2.0%,51.0%,44.5%,44.8%
2022 (6 matches),,0.93,0.76,53.9,2.9,1.6%,55.5%,2.3%,52.5%,39.0%,35.5%
2021 (1 matches),,0.80,2.06,35.0,2.1,13.3%,80.0%,14.3%,71.4%,63.6%,60.6%
Career (93 matches),,1.00,0.99,56.1,2.6,2.2%,55.1%,1.5%,53.5%,45.4%,44.9%
