Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,4,Hard,16,12,4,75.0%,7,4,3,57.1%,2022,2025,F,16,1.11,10.4%,7.3%,53.6%,75.4%,45.0%,61.2%,43.1%,60.0%,48.7%
Roland Garros,4,Clay,14,10,4,71.4%,4,2,2,50.0%,2022,2025,QF,14,1.15,5.7%,6.0%,52.4%,72.7%,43.3%,58.7%,47.6%,48.8%,53.8%
Wimbledon,4,Grass,6,2,4,33.3%,2,1,1,50.0%,2022,2025,R32,6,0.96,7.7%,7.7%,53.4%,74.1%,42.5%,59.3%,39.1%,57.1%,48.7%
US Open,3,Hard,13,10,3,76.9%,5,3,2,60.0%,2022,2024,QF,13,1.14,13.3%,5.9%,51.8%,74.6%,48.0%,61.8%,43.7%,61.3%,51.4%
Olympics,1,,6,6,0,100.0%,4,2,2,50.0%,2024,2024,W,6,1.26,9.0%,4.6%,53.0%,68.3%,49.5%,59.4%,51.2%,56.3%,51.6%
Miami,6,Hard,14,8,6,57.1%,5,3,2,60.0%,2019,2026,QF,14,1.06,10.2%,4.9%,54.1%,74.3%,47.2%,61.9%,40.4%,52.8%,47.6%
Indian Wells,4,Hard,8,4,4,50.0%,0,0,0,-,2022,2026,QF,8,1.01,5.9%,7.5%,51.4%,64.4%,45.9%,55.4%,45.0%,54.5%,40.8%
Doha,4,Hard,7,3,4,42.9%,1,1,0,100.0%,2023,2026,R16,7,0.96,9.9%,5.7%,56.3%,70.0%,48.4%,60.6%,37.7%,60.3%,46.3%
Beijing,3,Hard,8,5,3,62.5%,0,0,0,-,2023,2025,SF,8,1.14,7.9%,7.7%,54.2%,75.5%,43.6%,60.9%,44.7%,59.6%,49.2%
Rome,3,Clay,13,10,3,76.9%,5,2,3,40.0%,2023,2025,SF,13,1.17,5.3%,5.8%,51.7%,71.1%,47.0%,59.5%,47.4%,54.3%,50.0%
Madrid,4,Clay,5,1,4,20.0%,1,1,0,100.0%,2022,2025,R32,5,0.93,5.6%,4.8%,50.4%,65.1%,44.6%,54.9%,42.0%,50.0%,41.0%
