Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2026 Indian Wells R64,L vs Ruzic,0.0%,-,9.1%,61.5%,8.5%,10.0%,50.0%,5.3%,18.8%,1.2%,0.0%,75,84
2025 Beijing R64,W vs Arango,9.4%,60.0%,21.6%,80.0%,26.6%,33.3%,22.2%,12.7%,33.3%,0.6%,0.0%,198,142
2025 Queens Club SF,L vs Anisimova,0.0%,-,2.3%,50.0%,25.8%,29.7%,100.0%,11.1%,5.0%,0.6%,0.0%,146,134
2025 Roland Garros QF,L vs Sabalenka,0.0%,-,12.2%,58.8%,16.1%,10.0%,33.3%,7.9%,17.6%,2.0%,25.0%,-14,34
2025 Rome SF,L vs Gauff,0.0%,-,10.5%,70.4%,7.8%,9.7%,14.3%,2.9%,12.1%,1.8%,10.0%,-48,-51
2025 Rome QF,W vs Sabalenka,0.0%,-,6.9%,100.0%,19.7%,45.0%,0.0%,15.9%,20.0%,1.7%,33.3%,67,74
2025 Rome R16,W vs Andreescu,0.0%,-,8.6%,90.0%,17.1%,15.0%,22.2%,8.3%,20.0%,0.9%,50.0%,59,72
2025 Madrid R64,L vs Potapova,0.0%,-,8.2%,50.0%,12.2%,23.5%,0.0%,6.3%,18.2%,0.9%,50.0%,82,45
2025 Charleston R32,W vs Sakkari,0.0%,-,5.0%,66.7%,12.0%,14.7%,0.0%,4.9%,16.7%,1.9%,50.0%,-7,17
2025 Miami QF,L vs Sabalenka,0.0%,-,8.0%,70.0%,21.2%,26.9%,0.0%,7.1%,18.2%,1.8%,0.0%,67,52
2025 Indian Wells QF,L vs Swiatek,0.0%,-,1.8%,100.0%,7.2%,12.5%,0.0%,6.6%,25.0%,0.9%,50.0%,75,69
2025 Indian Wells R16,W vs Kostyuk,0.0%,-,12.6%,78.6%,11.1%,13.3%,0.0%,14.3%,35.7%,0.6%,0.0%,22,20
2025 Indian Wells R64,W vs Azarenka,0.0%,-,5.4%,50.0%,20.3%,50.0%,0.0%,14.9%,37.9%,0.5%,100.0%,58,68
2025 Australian Open R64,L vs Siegemund,0.0%,-,10.1%,56.3%,5.5%,12.9%,0.0%,14.0%,25.0%,1.4%,66.7%,-42,0
2025 Australian Open R128,W vs Todoni,0.0%,-,7.0%,90.0%,23.2%,34.6%,40.0%,11.6%,33.3%,0.5%,0.0%,24,65
2024 Riyadh Finals F,L vs Gauff,0.0%,-,5.8%,61.5%,7.8%,14.7%,16.7%,6.1%,21.9%,1.0%,20.0%,-8,-15
2024 Riyadh Finals SF,W vs Krejcikova,0.0%,-,3.0%,100.0%,23.3%,42.1%,0.0%,11.6%,30.0%,0.0%,-,60,82
2024 Riyadh Finals RR,W vs Paolini,0.0%,-,6.3%,83.3%,19.6%,32.1%,0.0%,5.0%,25.0%,0.0%,-,38,113
2024 Riyadh Finals RR,W vs Rybakina,0.0%,-,2.1%,75.0%,17.5%,42.4%,0.0%,10.2%,20.0%,0.0%,-,69,90
2024 Riyadh Finals RR,L vs Sabalenka,0.0%,-,3.7%,75.0%,7.0%,14.3%,0.0%,0.0%,0.0%,0.0%,-,-8,58
Last 52 Weeks (9 matches),,0.8%,60.0%,9.2%,71.1%,14.5%,18.4%,21.4%,6.6%,16.4%,1.4%,23.3%,41,44
Career (88 matches),,0.5%,69.0%,6.8%,70.4%,15.3%,21.5%,15.3%,9.3%,24.5%,1.2%,42.8%,29,47
