Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2026 Indian Wells R64,L vs Ruzic,76.7%,44.6%,4.1%,0/3,2.58,6.5%,81.4%,45.7%,0.0%,2.36,14.3%,80.8%,42.9%,11.5%,2.76,0.0%
2025 Beijing R64,W vs Arango,72.6%,68.9%,3.2%,2/0,2.27,28.6%,73.9%,70.6%,4.3%,2.28,40.7%,78.6%,63.6%,0.0%,2.25,6.7%
2025 Queens Club SF,L vs Anisimova,60.2%,58.9%,5.4%,1/4,2.45,2.0%,70.6%,61.1%,0.0%,2.37,4.0%,60.6%,55.0%,15.2%,2.52,0.0%
2025 Roland Garros QF,L vs Sabalenka,66.1%,51.2%,8.1%,1/4,2.34,19.1%,67.5%,59.3%,2.5%,1.88,37.5%,70.0%,35.7%,20.0%,2.83,0.0%
2025 Rome SF,L vs Gauff,73.6%,50.9%,4.2%,2/4,2.46,0.0%,80.5%,48.5%,1.2%,2.30,0.0%,87.0%,55.0%,10.9%,2.59,0.0%
2025 Rome QF,W vs Sabalenka,79.4%,53.7%,5.9%,1/3,2.33,20.5%,79.5%,51.4%,4.5%,2.32,34.8%,82.6%,57.9%,8.7%,2.34,4.8%
2025 Rome R16,W vs Andreescu,86.4%,68.6%,6.8%,4/0,2.22,7.7%,88.4%,68.4%,2.3%,2.23,14.3%,81.3%,69.2%,18.8%,2.19,0.0%
2025 Madrid R64,L vs Potapova,75.0%,44.4%,1.7%,0/1,2.46,0.0%,76.9%,43.3%,0.0%,2.19,0.0%,88.2%,46.7%,5.9%,2.65,0.0%
2025 Charleston R32,W vs Sakkari,78.8%,53.8%,1.5%,1/0,1.81,14.3%,79.5%,48.4%,0.0%,1.76,20.0%,87.5%,61.9%,4.2%,1.89,6.7%
2025 Miami QF,L vs Sabalenka,79.7%,55.3%,23.7%,6/8,2.40,16.0%,75.0%,63.3%,7.5%,2.19,31.8%,89.5%,41.2%,57.9%,2.56,3.6%
2025 Indian Wells QF,L vs Swiatek,77.8%,42.9%,5.6%,0/3,2.55,9.3%,77.1%,33.3%,0.0%,2.46,16.7%,88.2%,60.0%,17.6%,2.66,0.0%
2025 Indian Wells R16,W vs Kostyuk,67.9%,60.5%,12.5%,2/5,2.09,21.4%,75.0%,57.1%,3.6%,2.00,30.4%,81.0%,64.7%,28.6%,2.20,10.5%
2025 Indian Wells R64,W vs Azarenka,79.2%,54.8%,7.5%,2/2,2.53,12.2%,85.7%,50.0%,7.1%,2.71,21.7%,85.7%,61.1%,9.5%,2.31,0.0%
2025 Australian Open R64,L vs Siegemund,73.8%,44.1%,7.5%,1/5,2.62,28.0%,76.6%,40.8%,3.1%,2.87,50.0%,76.9%,60.0%,30.8%,2.35,4.2%
2025 Australian Open R128,W vs Todoni,70.7%,56.6%,4.0%,2/1,2.68,10.8%,69.0%,48.3%,0.0%,2.65,15.0%,82.8%,66.7%,10.3%,2.72,5.9%
2024 Riyadh Finals F,L vs Gauff,69.4%,56.0%,2.8%,0/3,2.46,6.5%,62.3%,48.8%,0.0%,2.22,12.0%,91.4%,65.6%,8.6%,2.75,0.0%
2024 Riyadh Finals SF,W vs Krejcikova,65.6%,59.5%,6.3%,2/2,2.81,26.2%,67.5%,55.6%,5.0%,2.79,45.5%,75.0%,66.7%,10.0%,2.84,5.0%
2024 Riyadh Finals RR,W vs Paolini,77.6%,68.4%,10.2%,2/3,2.07,4.0%,74.1%,65.0%,3.7%,2.07,10.0%,85.7%,72.2%,19.0%,2.07,0.0%
2024 Riyadh Finals RR,W vs Rybakina,63.6%,58.7%,5.1%,2/3,2.90,4.1%,56.4%,61.3%,1.8%,2.67,8.7%,74.4%,56.3%,9.3%,3.10,0.0%
2024 Riyadh Finals RR,L vs Sabalenka,57.4%,38.7%,7.4%,1/3,2.75,6.7%,47.1%,12.5%,2.9%,2.53,9.1%,78.9%,66.7%,15.8%,2.88,5.3%
Last 52 Weeks (9 matches),,73.7%,54.5%,4.5%,38.7%,2.36,9.4%,77.8%,54.8%,1.6%,2.20,17.3%,79.5%,54.0%,11.0%,2.51,1.4%
Career (88 matches),,71.5%,55.2%,6.5%,45.6%,2.39,12.6%,71.3%,52.6%,3.1%,2.31,23.3%,80.8%,59.5%,13.8%,2.47,2.8%
