Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
Current (2026-03-16),781,36,,,,,,,,,,,,
2025,536,76,287,1477,259,1462,240,1459,,,,,,
2024,351,144,265,1486,225,1481,220,1466,126,1533,681,66,,
2023,165,384,158,1598,142,1565,147,1560,74,1610,,,,
2022,180,316,158,1616,149,1561,132,1590,76,1605,,,,
2021,119,621,134,1644,117,1621,141,1568,78,1608,,,,
2020,96,737,85,1706,76,1667,100,1611,,,1246,15,,
2019,108,524,85,1726,81,1685,98,1631,39,1698,1198,15,,
2018,140,387,116,1666,117,1619,130,1575,69,1634,438,48,,
2017,225,232,,,,,,,,,774,50,,
2016,248,210,291,1409,301,1341,255,1404,202,1412,336,196,,
2015,211,239,289,1425,256,1406,275,1386,,,740,64,,
2014,320,148,,,,,,,,,757,52,,
2013,369,113,,,,,,,,,969,28,,
2012,708,27,,,,,,,,,1304,10,,
