Match,Result,Winners,UFEs,Ratio,Wnr/Pt,UFE/Pt,RallyWinners,RallyUFEs,RallyRatio,Rally Wnr/Pt,Rally UFE/Pt,FH Wnr/Pt,BH Wnr/Pt,vs Ratio,vs Wnr/Pt,vs UFE/Pt
2023 Wimbledon R128,L vs Raonic,25,29,0.9,10.1%,11.7%,21,25,0.8,10.0%,11.9%,8.1%,1.4%,1.6,23.4%,14.9%
2022 Wimbledon R64,L vs Kubler,23,43,0.5,13.9%,25.9%,16,40,0.4,11.0%,27.4%,8.2%,2.1%,1.6,16.9%,10.8%
2022 Wimbledon R128,W vs Bagnis,54,46,1.2,20.1%,17.2%,41,42,1.0,17.3%,17.7%,11.4%,5.5%,0.8,13.8%,17.9%
2021 Wimbledon R128,L vs Johnson,26,24,1.1,13.1%,12.1%,14,19,0.7,8.3%,11.2%,6.5%,1.8%,1.8,16.6%,9.0%
2021 Australian Open R128,L vs Mannarino,22,47,0.5,11.9%,25.4%,22,47,0.5,12.6%,27.0%,,,0.8,12.4%,16.2%
2021 Atp Cup RR,L vs Mahut,24,21,1.1,18.3%,16.0%,20,19,1.1,17.9%,17.0%,14.3%,3.6%,1.9,26.0%,13.7%
2020 Cologne 1 QF,L vs Davidovich Fokina,19,38,0.5,11.3%,22.6%,14,35,0.4,8.9%,22.3%,5.7%,3.2%,0.7,13.7%,19.0%
2020 Roland Garros R128,L vs Zverev,25,26,1.0,13.3%,13.8%,25,26,1.0,14.4%,14.9%,,,0.9,14.4%,16.0%
2020 US Open R128,L vs Davidovich Fokina,39,38,1.0,14.5%,14.1%,32,33,1.0,12.7%,13.1%,9.2%,3.2%,1.0,16.0%,16.4%
2020 Australian Open R128,L vs Hurkacz,51,38,1.3,17.3%,12.9%,51,38,1.3,20.4%,15.2%,,,0.8,11.9%,14.3%
2019 Wimbledon R128,L vs Fucsovics,31,37,0.8,13.0%,15.5%,30,34,0.9,13.3%,15.0%,6.2%,7.1%,2.1,17.2%,8.4%
2019 Taipei CH F,W vs Stakhovsky,25,17,1.5,24.0%,16.3%,15,15,1.0,18.8%,18.8%,11.3%,7.5%,0.9,16.3%,17.3%
2018 Wimbledon R32,L vs Raonic,35,24,1.5,13.7%,9.4%,28,22,1.3,13.0%,10.2%,8.4%,4.7%,3.8,29.4%,7.8%
2018 Wimbledon R64,W vs Pouille,50,29,1.7,16.1%,9.3%,34,24,1.4,12.5%,8.9%,7.4%,4.4%,1.2,16.1%,13.5%
2018 Wimbledon R128,W vs Polansky,34,23,1.5,17.3%,11.7%,25,21,1.2,14.3%,12.0%,9.7%,4.6%,0.9,9.2%,9.7%
2018 Australian Open R128,L vs Dimitrov,9,42,0.2,5.9%,27.6%,9,42,0.2,6.7%,31.1%,,,0.6,9.2%,15.1%
2016 Puebla CH R16,L vs Velotti,14,41,0.3,13.1%,38.3%,12,32,0.4,13.8%,36.8%,11.5%,2.3%,0.8,10.3%,13.1%
2015 Guayaquil CH R16,L vs Schwartzman,36,54,0.7,17.6%,26.5%,28,45,0.6,15.6%,25.1%,5.6%,8.9%,0.4,8.8%,24.5%
Career (18 matches),,542,617,0.9,14.7%,16.8%,437,559,0.8,13.5%,17.2%,6.6%,3.4%,1.1,15.9%,14.2%
