Match,Result,GP Conv,BP Conv,SP Conv,MP Conv,BP Saved,SP Saved,MP Saved,TB SPW,TB RPW
2023 Wimbledon R128,L vs Raonic,71% (17/24),0% (0/2),1/1,0/0,63% (5/8),1/4,1/2,67% (8/12),33% (4/12)
2022 Wimbledon R64,L vs Kubler,59% (10/17),50% (1/2),0/0,0/0,43% (3/7),0/3,0/1,- (0/0),- (0/0)
2022 Wimbledon R128,W vs Bagnis,77% (17/22),18% (3/17),3/5,1/1,50% (3/6),1/2,0/0,75% (6/8),38% (3/8)
2021 Wimbledon R128,L vs Johnson,71% (12/17),17% (1/6),0/1,0/0,33% (2/6),3/6,1/2,63% (5/8),25% (2/8)
2021 Atp Cup RR,L vs Mahut,64% (7/11),25% (1/4),0/0,0/0,40% (2/5),0/2,0/1,50% (2/4),0% (0/5)
2020 Cologne 1 QF,L vs Davidovich Fokina,42% (5/12),54% (7/13),1/1,0/0,50% (8/16),0/2,0/1,- (0/0),- (0/0)
2020 Roland Garros R128,L vs Zverev,50% (10/20),50% (1/2),0/0,0/0,55% (6/11),2/5,0/1,- (0/0),- (0/0)
2020 US Open R128,L vs Davidovich Fokina,65% (13/20),40% (6/15),2/2,0/0,47% (7/15),1/4,0/1,- (0/0),- (0/0)
2020 Australian Open R128,L vs Hurkacz,75% (18/24),38% (3/8),2/3,0/0,29% (2/7),2/5,0/1,67% (4/6),60% (3/5)
2019 Kitzbuhel R32,W vs Rodionov,83% (10/12),50% (2/4),2/2,1/1,- (0/0),0/0,0/0,- (0/0),- (0/0)
2019 Gstaad R32,L vs Andujar,44% (8/18),67% (2/3),1/1,0/0,64% (7/11),0/2,0/1,- (0/0),- (0/0)
2019 Bastad R32,W vs Darcis,75% (9/12),29% (4/14),2/2,1/1,0% (0/1),1/1,0/0,- (0/0),- (0/0)
2019 Wimbledon R128,L vs Fucsovics,60% (12/20),86% (6/7),1/1,0/0,58% (11/19),3/6,0/1,50% (2/4),0% (0/5)
2019 Ilkley CH SF,W vs Majchrzak,73% (16/22),60% (3/5),3/3,1/1,91% (10/11),0/1,0/0,56% (5/9),33% (3/9)
2019 Ilkley CH R16,W vs Jubb,82% (9/11),38% (3/8),2/2,1/1,100% (1/1),0/0,0/0,- (0/0),- (0/0)
2019 Ilkley CH R32,W vs Kubler,75% (9/12),60% (3/5),2/4,1/1,0% (0/1),0/0,0/0,83% (5/6),33% (2/6)
2019 Heilbronn CH R16,W vs Otte,50% (7/14),71% (5/7),2/6,1/3,80% (4/5),0/0,0/0,- (0/0),- (0/0)
2019 Ostrava CH QF,L vs Majchrzak,17% (2/12),67% (2/3),0/0,0/0,50% (6/12),5/7,5/6,- (0/0),- (0/0)
2019 Ostrava CH R16,W vs Basso,77% (10/13),38% (3/8),2/4,1/2,50% (1/2),0/0,0/0,- (0/0),- (0/0)
2019 Ostrava CH R32,W vs Kuzmanov,75% (9/12),42% (5/12),2/2,1/1,55% (6/11),1/2,0/0,- (0/0),- (0/0)
2023 (1 matches),,70.8%,0.0%,100.0%,-,62.5%,25.0%,50.0%,66.7%,33.3%
2022 (2 matches),,69.2%,21.1%,60.0%,100.0%,46.2%,20.0%,0.0%,75.0%,37.5%
2021 (2 matches),,67.9%,20.0%,0.0%,-,36.4%,37.5%,33.3%,58.3%,15.4%
2020 (4 matches),,60.5%,44.7%,83.3%,-,46.9%,31.3%,0.0%,66.7%,60.0%
2019 (23 matches),,65.5%,48.6%,64.8%,57.7%,60.0%,54.5%,57.9%,54.4%,32.8%
Career (87 matches),,64.4%,42.4%,58.2%,60.6%,57.0%,49.1%,50.5%,65.1%,34.3%
