Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,5,Hard,12,7,5,58.3%,6,3,3,50.0%,2016,2021,R128,10,0.98,8.0%,3.2%,66.3%,69.4%,50.7%,63.1%,36.1%,54.4%,37.7%
Roland Garros,7,Clay,11,4,7,36.4%,2,0,2,0.0%,2018,2024,R128,8,0.92,3.7%,2.0%,67.8%,62.5%,53.6%,59.6%,37.3%,55.6%,38.3%
Wimbledon,7,Grass,24,17,7,70.8%,13,6,7,46.2%,2016,2024,R32,18,1.04,7.1%,2.9%,65.0%,72.8%,52.4%,65.7%,35.6%,60.3%,43.7%
US Open,5,Hard,11,6,5,54.5%,4,2,2,50.0%,2016,2023,R128,10,1.11,6.2%,5.4%,60.8%,68.4%,45.5%,59.5%,44.9%,46.2%,42.0%
Davis Cup,7,,17,9,8,52.9%,6,4,2,66.7%,2016,2023,,12,1.04,5.5%,3.4%,65.7%,69.3%,53.3%,63.8%,37.5%,63.5%,30.2%
Kitzbuhel,10,Clay,18,8,10,44.4%,6,3,3,50.0%,2011,2023,R16,18,0.97,6.2%,5.3%,57.5%,70.1%,45.1%,59.5%,39.3%,55.0%,43.1%
Vienna,9,Hard,13,4,9,30.8%,11,7,4,63.6%,2014,2022,R16,13,0.88,6.3%,3.9%,63.5%,68.6%,50.4%,62.0%,33.7%,63.6%,42.6%
Marseille,3,Hard,5,2,3,40.0%,2,1,1,50.0%,2020,2022,R32,5,0.97,6.1%,2.4%,65.0%,66.7%,52.1%,61.6%,37.3%,61.1%,40.0%
Gstaad,2,Clay,5,3,2,60.0%,1,0,1,0.0%,2019,2021,R16,5,1.14,6.2%,3.4%,61.7%,75.5%,49.2%,65.4%,39.4%,64.0%,48.3%
Bastad,2,Clay,5,3,2,60.0%,0,0,0,-,2019,2021,R16,5,1.17,7.5%,2.7%,62.0%,70.7%,52.3%,63.7%,42.3%,54.2%,39.5%
Halle,2,Grass,4,2,2,50.0%,0,0,0,-,2013,2021,Q2,4,0.98,5.3%,4.0%,60.0%,65.2%,52.2%,60.0%,39.0%,56.5%,37.5%
