Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2022 Tokyo R32,L vs Shapovalov,48.0%,12.5%,6.0%,2/1,-,35.4%,44.7%,5.9%,2.6%,-,51.5%,70.0%,28.6%,20.0%,-,0.0%
2022 US Open R128,L vs Dimitrov,35.9%,30.4%,4.7%,1/2,-,39.0%,18.4%,28.6%,2.6%,-,42.9%,72.7%,31.3%,9.1%,-,33.3%
2022 Newport QF,L vs Cressy,30.0%,46.7%,4.0%,2/2,2.27,5.7%,26.2%,37.5%,1.6%,2.22,0.0%,51.9%,57.1%,11.1%,2.37,14.3%
2022 Roland Garros R64,L vs Simon,72.5%,47.3%,6.9%,3/4,2.24,4.8%,74.3%,43.6%,5.4%,2.23,7.7%,73.1%,57.9%,11.5%,2.27,0.0%
2022 Indian Wells R32,L vs Hurkacz,63.4%,42.2%,2.8%,0/2,2.31,10.3%,50.0%,21.7%,0.0%,2.40,14.3%,91.7%,63.6%,8.3%,2.19,5.6%
2022 Australian Open R64,L vs Sinner,59.2%,33.3%,9.9%,3/4,-,1.6%,53.3%,33.3%,4.4%,-,3.3%,75.0%,33.3%,20.8%,-,0.0%
2021 Washington QF,L vs Sinner,56.9%,37.9%,3.9%,1/1,2.07,3.0%,41.4%,16.7%,3.4%,1.77,6.3%,81.0%,52.9%,4.8%,2.37,0.0%
2020 Australian Open R128,L vs Federer,56.1%,32.4%,4.5%,3/0,2.28,29.4%,51.0%,36.0%,6.1%,2.41,33.3%,75.0%,25.0%,0.0%,2.06,22.2%
2019 Wimbledon R32,L vs Nishikori,68.3%,27.9%,17.5%,9/2,2.24,27.2%,61.7%,24.1%,8.5%,2.06,46.7%,100.0%,35.7%,50.0%,2.44,2.8%
2019 Rome R64,L vs Sinner,75.6%,47.5%,3.8%,2/1,-,3.6%,73.5%,41.7%,2.0%,-,3.3%,88.5%,56.5%,7.7%,-,3.8%
2019 Houston R16,L vs Galan,76.0%,34.2%,4.0%,1/1,2.77,9.1%,72.7%,33.3%,3.0%,2.89,17.4%,82.4%,35.7%,5.9%,2.64,0.0%
2019 Indian Wells R128,W vs Fritz,79.2%,47.4%,6.3%,2/1,1.98,24.1%,78.1%,48.0%,3.1%,2.17,58.3%,100.0%,46.2%,15.4%,1.85,0.0%
2018 Winston Salem F,L vs Medvedev,50.0%,38.7%,0.0%,0/0,2.00,10.3%,44.1%,26.7%,0.0%,2.21,21.1%,76.2%,50.0%,0.0%,1.80,0.0%
2018 Newport F,W vs Ramanathan,57.3%,54.9%,2.2%,1/1,2.48,65.5%,47.9%,52.2%,0.0%,2.29,74.2%,75.7%,57.1%,5.4%,2.73,54.2%
2018 Houston F,W vs Sandgren,79.4%,42.4%,7.5%,4/4,2.39,10.4%,75.8%,40.4%,8.1%,2.36,17.5%,90.5%,44.7%,7.1%,2.43,0.0%
2017 Brisbane R32,L vs De Minaur,53.0%,40.0%,4.5%,1/2,2.20,5.8%,50.0%,26.3%,0.0%,2.19,7.7%,64.0%,56.3%,12.0%,2.21,3.8%
2017 Tokyo QF,L vs Schwartzman,79.7%,31.9%,5.1%,2/1,2.21,23.7%,73.0%,29.6%,5.4%,2.22,35.1%,90.9%,35.0%,4.5%,2.18,4.5%
2017 Houston F,W vs Bellucci,67.0%,49.2%,2.1%,2/0,2.22,0.0%,55.4%,54.8%,1.8%,2.43,0.0%,89.5%,44.1%,2.6%,2.04,0.0%
2017 Indian Wells R32,L vs Federer,53.8%,35.7%,1.3%,0/1,2.61,14.0%,46.8%,27.3%,0.0%,2.50,14.8%,74.1%,45.0%,3.7%,2.80,12.5%
2017 Auckland QF,W vs Isner,59.0%,43.5%,4.8%,1/4,2.16,4.0%,55.1%,44.2%,1.3%,2.25,3.8%,82.6%,42.1%,17.4%,2.06,4.2%
Career (32 matches),,63.2%,42.8%,4.4%,57.3%,2.30,18.3%,57.9%,37.9%,3.1%,2.27,25.8%,80.9%,49.4%,7.6%,2.34,9.4%
