Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
2024,1017,13,,,,,,,,,,,,
2023,241,256,157,1600,135,1574,139,1576,111,1552,,,,
2022,110,517,122,1661,112,1621,107,1627,73,1608,,,,
2021,85,812,110,1680,96,1644,95,1651,66,1633,,,,
2020,72,870,55,1761,53,1725,62,1702,,,126,690,,
2019,85,630,82,1728,88,1676,64,1697,53,1667,455,90,,
2018,33,1190,43,1801,50,1733,32,1784,25,1748,89,945,48,1720
2017,44,1055,41,1829,43,1769,38,1783,31,1747,167,420,79,1653
2016,33,1320,33,1861,34,1800,69,1700,23,1791,85,920,58,1695
2015,32,1240,24,1890,21,1855,49,1743,36,1726,52,1360,34,1761
2014,37,999,58,1783,48,1754,86,1665,51,1675,101,690,61,1676
2013,156,333,182,1567,171,1521,211,1468,101,1580,121,592,,
2012,175,296,119,1655,108,1617,,,118,1537,167,395,,
2011,372,110,269,1446,249,1422,,,,,191,346,,
2010,636,30,,,,,,,,,,,,
2009,1046,6,,,,,,,,,,,,
2008,1572,1,,,,,,,,,,,,
2007,1479,1,,,,,,,,,,,,
