Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2022 Tokyo R32,L vs Shapovalov,2.9%,100.0%,6.4%,62.5%,23.5%,25.0%,0.0%,8.3%,0.0%,0.0%,-,128,35
2022 US Open R128,L vs Dimitrov,2.4%,100.0%,4.7%,85.7%,26.1%,36.4%,0.0%,0.0%,0.0%,0.7%,0.0%,207,70
2022 Newport QF,L vs Cressy,1.2%,100.0%,7.1%,64.3%,12.7%,21.7%,25.0%,40.0%,33.3%,2.1%,33.3%,9,15
2022 Roland Garros R64,L vs Simon,1.0%,100.0%,10.0%,76.2%,15.4%,22.4%,11.1%,13.3%,25.0%,2.2%,0.0%,13,0
2022 Indian Wells R32,L vs Hurkacz,0.0%,-,12.0%,75.0%,24.6%,30.8%,40.0%,14.3%,33.3%,0.6%,0.0%,128,105
2022 Australian Open R64,L vs Sinner,0.0%,-,3.9%,83.3%,17.9%,22.0%,25.0%,18.2%,37.5%,0.8%,0.0%,33,15
2021 Washington QF,L vs Sinner,0.0%,-,4.8%,80.0%,24.4%,27.8%,100.0%,0.0%,0.0%,0.8%,0.0%,-4,8
2020 Australian Open R128,L vs Federer,0.0%,-,6.5%,44.4%,11.3%,21.4%,33.3%,5.1%,12.5%,1.1%,0.0%,-20,-20
2019 Wimbledon R32,L vs Nishikori,3.7%,50.0%,9.7%,58.8%,22.0%,36.7%,0.0%,16.7%,50.0%,1.4%,0.0%,67,53
2019 Rome R64,L vs Sinner,0.0%,-,7.6%,58.3%,13.0%,9.1%,20.0%,33.3%,33.3%,0.7%,0.0%,-75,-53
2019 Houston R16,L vs Galan,0.0%,-,4.5%,100.0%,17.5%,25.9%,12.5%,33.3%,66.7%,1.9%,33.3%,92,67
2019 Indian Wells R128,W vs Fritz,0.0%,-,8.7%,100.0%,30.2%,38.5%,60.0%,16.7%,0.0%,0.0%,-,-58,-37
2018 Winston Salem F,L vs Medvedev,3.6%,100.0%,12.0%,60.0%,16.7%,24.0%,0.0%,0.0%,0.0%,3.0%,50.0%,14,19
2018 Newport F,W vs Ramanathan,16.7%,78.6%,24.1%,73.8%,26.3%,22.7%,43.8%,25.0%,25.0%,0.0%,-,44,39
2018 Houston F,W vs Sandgren,0.0%,-,7.6%,73.3%,19.1%,21.3%,22.2%,14.3%,33.3%,0.5%,0.0%,-83,-69
2017 Brisbane R32,L vs De Minaur,5.4%,75.0%,14.4%,71.4%,25.0%,44.0%,12.5%,0.0%,0.0%,0.0%,-,95,74
2017 Tokyo QF,L vs Schwartzman,4.2%,33.3%,21.6%,69.0%,14.2%,24.3%,23.1%,0.0%,0.0%,0.4%,0.0%,22,6
2017 Houston F,W vs Bellucci,1.0%,100.0%,8.3%,76.5%,18.3%,19.4%,20.0%,25.0%,100.0%,2.3%,50.0%,50,52
2017 Indian Wells R32,L vs Federer,3.7%,100.0%,6.8%,72.7%,13.3%,11.8%,10.0%,7.1%,33.3%,0.0%,-,-14,54
2017 Auckland QF,W vs Isner,4.9%,75.0%,11.6%,69.6%,29.1%,29.4%,33.3%,23.1%,40.0%,1.1%,50.0%,59,89
Career (32 matches),,3.6%,81.0%,10.3%,69.8%,19.3%,27.0%,19.8%,14.7%,29.8%,1.4%,27.6%,20,26
