Match,Result,Winners,UFEs,Ratio,Wnr/Pt,UFE/Pt,RallyWinners,RallyUFEs,RallyRatio,Rally Wnr/Pt,Rally UFE/Pt,FH Wnr/Pt,BH Wnr/Pt,vs Ratio,vs Wnr/Pt,vs UFE/Pt
2023 US Open R128,L vs Fritz,12,27,0.4,10.0%,22.5%,9,21,0.4,8.9%,20.8%,8.9%,0.0%,3.4,28.3%,8.3%
2022 Tokyo R32,L vs Shapovalov,43,28,1.5,34.4%,22.4%,36,25,1.4,35.3%,24.5%,16.7%,2.0%,3.9,28.0%,7.2%
2022 US Open R128,L vs Dimitrov,19,42,0.5,12.7%,28.0%,14,38,0.4,12.3%,33.3%,11.4%,0.9%,2.4,24.0%,10.0%
2022 Newport QF,L vs Cressy,33,14,2.4,16.7%,7.1%,20,10,2.0,14.1%,7.0%,8.5%,3.5%,1.6,25.8%,16.2%
2022 Wimbledon R32,L vs Norrie,30,43,0.7,17.5%,25.1%,19,35,0.5,12.8%,23.5%,6.7%,5.4%,1.7,14.0%,8.2%
2022 Wimbledon R64,W vs Peniston,33,17,1.9,21.0%,10.8%,20,14,1.4,16.1%,11.3%,12.9%,1.6%,0.8,15.9%,19.1%
2022 Wimbledon R128,W vs Dimitrov,15,11,1.4,15.3%,11.2%,9,9,1.0,11.4%,11.4%,10.1%,0.0%,1.1,18.4%,16.3%
2022 Roland Garros R64,L vs Simon,38,53,0.7,18.2%,25.4%,35,50,0.7,17.9%,25.5%,15.3%,2.0%,1.0,13.4%,13.9%
2022 Indian Wells Masters R32,L vs Hurkacz,25,27,0.9,18.8%,20.3%,19,25,0.8,17.1%,22.5%,10.8%,6.3%,1.8,15.0%,8.3%
2022 Australian Open R64,L vs Sinner,25,36,0.7,16.1%,23.2%,20,35,0.6,14.7%,25.7%,9.6%,2.2%,1.8,19.4%,11.0%
2021 US Open R64,L vs Monfils,43,50,0.9,16.7%,19.5%,36,49,0.7,15.8%,21.5%,11.4%,2.2%,1.2,16.3%,13.2%
2021 US Open R128,W vs Marterer,72,37,1.9,24.9%,12.8%,46,30,1.5,20.9%,13.6%,15.5%,3.2%,1.8,19.0%,10.7%
2021 Washington QF,L vs Sinner,15,16,0.9,14.4%,15.4%,13,13,1.0,14.3%,14.3%,6.6%,3.3%,2.7,23.1%,8.7%
2021 Wimbledon R64,L vs Fritz,70,51,1.4,18.6%,13.6%,54,43,1.3,16.8%,13.4%,13.1%,3.7%,1.8,15.4%,8.5%
2021 Wimbledon R128,W vs Novak,33,18,1.8,16.6%,9.0%,23,15,1.5,13.6%,8.9%,10.7%,2.4%,1.1,13.1%,12.1%
2021 Roland Garros R32,L vs Carreno Busta,22,26,0.8,12.0%,14.1%,22,26,0.8,13.4%,15.9%,,,1.2,15.8%,13.0%
2021 Roland Garros R64,W vs Monteiro,42,51,0.8,12.7%,15.5%,42,51,0.8,15.0%,18.2%,,,1.1,12.1%,10.6%
2021 Roland Garros R128,W vs Tiafoe,38,34,1.1,13.2%,11.8%,38,34,1.1,15.0%,13.4%,,,0.7,11.1%,15.3%
2020 Roland Garros R128,L vs Carballes Baena,11,43,0.3,9.5%,37.1%,11,43,0.3,9.7%,38.1%,,,1.7,12.9%,7.8%
2020 US Open R64,L vs Berankis,39,44,0.9,16.3%,18.3%,26,34,0.8,12.9%,16.9%,10.9%,1.0%,1.4,19.6%,14.2%
Career (92 matches),,3248,3031,1.1,17.2%,16.1%,2406,2681,0.9,14.8%,16.5%,9.3%,2.3%,1.3,16.9%,12.7%
