Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2023,26,17,9,65.4%,41-23,64.1%,344-306,52.9%,12-3,80.0%,26,85.0%,18.8%,10.5%,4.1%,58.8%,74.1%,56.1%,66.7%,35.0%,51.2%,1.05,W (2x)
2022,15,10,5,66.7%,23-15,60.5%,196-167,54.0%,1-2,33.3%,15,81.9%,25.8%,10.3%,4.9%,52.7%,75.0%,51.4%,63.8%,38.2%,51.3%,1.06,F (Sarasota)
2021,3,0,3,0.0%,1-6,14.3%,30-41,42.3%,0-2,0.0%,3,70.6%,17.1%,5.8%,3.6%,57.8%,70.0%,45.3%,59.6%,36.6%,47.6%,0.91,R32 (3x)
2020,17,15,2,88.2%,31-8,79.5%,233-168,58.1%,8-5,61.5%,17,92.4%,22.5%,11.5%,3.7%,57.0%,78.2%,59.9%,70.3%,37.0%,53.8%,1.25,W (2x)
2019,14,11,3,78.6%,21-7,75.0%,160-108,59.7%,4-1,80.0%,13,89.6%,27.9%,14.3%,3.6%,56.3%,78.6%,54.7%,68.1%,38.5%,53.8%,1.21,W (Aptos)
2018,4,3,1,75.0%,6-3,66.7%,52-36,59.1%,1-1,50.0%,4,81.4%,37.2%,10.9%,4.3%,51.8%,80.5%,57.3%,69.3%,42.4%,55.0%,1.38,SF (Irving)
2014,25,21,4,84.0%,42-12,77.8%,304-216,58.5%,6-3,66.7%,25,85.8%,29.6%,11.8%,3.5%,59.4%,77.2%,55.1%,68.2%,41.2%,54.2%,1.30,W (2x)
2013,28,13,15,46.4%,32-31,50.8%,321-305,51.3%,3-8,27.3%,28,84.5%,18.8%,8.6%,3.5%,57.5%,74.1%,54.6%,65.8%,36.6%,50.8%,1.07,W (Nottingham2)
2012,18,13,5,72.2%,26-12,68.4%,210-168,55.6%,2-1,66.7%,18,87.0%,22.4%,11.5%,5.2%,57.9%,75.6%,57.7%,68.0%,38.1%,52.9%,1.19,W (Aptos)
2011,11,4,7,36.4%,13-16,44.8%,146-160,47.7%,4-4,50.0%,10,80.0%,15.6%,6.8%,4.0%,62.1%,71.3%,53.6%,64.6%,35.0%,49.4%,0.99,R16 (4x)
2010,5,2,3,40.0%,5-6,45.5%,59-64,48.0%,2-2,50.0%,5,83.3%,11.9%,8.0%,3.3%,69.9%,72.1%,53.8%,66.6%,30.1%,49.1%,0.90,QF (Champaign)
2009,1,0,1,0.0%,0-2,0.0%,8-12,40.0%,0-0,-,0,,,,,,,,,,,,R32 (Calabasas)
Career,167,109,58,65.3%,241-141,63.1%,2063-1751,54.1%,43-32,57.3%,164,85.3%,22.3%,10.4%,4.0%,58.0%,75.2%,55.2%,66.8%,37.3%,52.0%,1.13,
