Match,Result,GP Conv,BP Conv,SP Conv,MP Conv,BP Saved,SP Saved,MP Saved,TB SPW,TB RPW
2023 US Open R128,L vs Fritz,50% (5/10),- (0/0),0/0,0/0,22% (2/9),1/4,1/2,- (0/0),- (0/0)
2022 Tokyo R32,L vs Shapovalov,69% (9/13),- (0/0),0/0,0/0,60% (3/5),1/3,0/1,60% (3/5),0% (0/5)
2022 US Open R128,L vs Dimitrov,54% (7/13),- (0/0),0/0,0/0,62% (8/13),2/5,1/2,- (0/0),- (0/0)
2022 Newport QF,L vs Cressy,61% (14/23),0% (0/3),1/1,0/0,50% (2/4),3/5,2/3,80% (4/5),60% (3/5)
2022 Wimbledon R32,L vs Norrie,36% (5/14),0% (0/3),0/0,0/0,71% (15/21),2/5,0/1,- (0/0),- (0/0)
2022 Wimbledon R64,W vs Peniston,88% (14/16),40% (4/10),3/4,1/1,100% (2/2),0/0,0/0,- (0/0),- (0/0)
2022 Roland Garros R64,L vs Simon,53% (8/15),57% (4/7),0/0,0/0,59% (10/17),1/4,1/2,71% (5/7),14% (1/7)
2022 Indian Wells R32,L vs Hurkacz,75% (9/12),0% (0/3),0/2,0/0,67% (2/3),1/3,1/2,38% (3/8),50% (4/8)
2022 Australian Open R64,L vs Sinner,82% (9/11),0% (0/1),0/0,0/0,38% (3/8),1/4,0/1,- (0/0),- (0/0)
2021 US Open R64,L vs Monfils,61% (17/28),33% (2/6),1/2,0/0,73% (11/15),1/4,0/1,- (0/0),- (0/0)
2021 US Open R128,W vs Marterer,78% (21/27),18% (2/11),3/6,1/1,0% (0/1),6/7,0/0,72% (13/18),39% (7/18)
2021 Washington QF,L vs Sinner,75% (6/8),0% (0/3),0/0,0/0,50% (3/6),1/3,1/2,- (0/0),- (0/0)
2021 Wimbledon R64,L vs Fritz,67% (22/33),22% (4/18),2/5,0/0,74% (14/19),1/4,1/2,64% (7/11),36% (4/11)
2021 Wimbledon R128,W vs Novak,88% (15/17),67% (4/6),3/6,1/2,83% (5/6),1/1,0/0,75% (6/8),38% (3/8)
2021 Roland Garros R32,L vs Carreno Busta,43% (9/21),17% (1/6),0/0,0/0,44% (4/9),3/6,1/2,- (0/0),- (0/0)
2021 Roland Garros R64,W vs Monteiro,59% (20/34),47% (7/15),3/6,1/1,57% (8/14),0/2,0/0,67% (6/9),33% (3/9)
2021 Roland Garros R128,W vs Tiafoe,60% (18/30),60% (9/15),3/7,1/5,58% (7/12),0/2,0/0,67% (4/6),17% (1/6)
2020 Roland Garros R128,L vs Carballes Baena,40% (2/5),0% (0/3),0/0,0/0,33% (4/12),0/3,0/1,- (0/0),- (0/0)
2020 US Open R64,L vs Berankis,63% (17/27),40% (2/5),1/4,0/0,63% (5/8),2/5,1/2,25% (1/4),0% (0/4)
2020 US Open R128,W vs Isner,65% (28/43),18% (2/11),3/6,1/2,100% (5/5),5/7,0/0,76% (13/17),24% (4/17)
2023 (1 matches),,50.0%,-,-,-,22.2%,25.0%,50.0%,-,-
2022 (8 matches),,64.1%,29.6%,57.1%,100.0%,61.6%,37.9%,41.7%,60.0%,32.0%
2021 (8 matches),,64.6%,36.3%,46.9%,44.4%,63.4%,44.8%,42.9%,69.2%,34.6%
2020 (4 matches),,61.4%,20.0%,40.0%,50.0%,52.9%,38.9%,25.0%,66.7%,19.0%
2019 (19 matches),,63.2%,39.1%,45.0%,37.5%,62.5%,31.9%,31.6%,60.8%,27.5%
Career (355 matches),,66.4%,36.9%,52.4%,54.2%,64.9%,44.8%,45.5%,64.4%,33.2%
