Match,Result,Unret%,<=3 W%,RiP W%,SvImpact,1st: Unret%,<=3 W%,RiP W%,SvImpact,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,2ndAgg
2022 Tokyo R32,L vs Shapovalov,32.0%,48.0%,52.1%,40.4%,32.7%,51.0%,51.5%,45.5%,57.1%,50.0%,66.7%,34.8%,47.8%,53.3%,96
2022 US Open R128,L vs Dimitrov,26.7%,43.0%,42.4%,34.7%,31.4%,51.0%,54.3%,44.7%,57.7%,52.0%,50.0%,22.6%,35.5%,25.0%,94
2022 Newport QF,L vs Cressy,41.8%,53.1%,52.8%,46.6%,45.8%,57.6%,50.0%,53.7%,45.8%,37.1%,0.0%,40.0%,51.4%,57.1%,76
2022 Roland Garros R64,L vs Simon,17.8%,29.0%,42.4%,24.0%,17.2%,34.4%,52.8%,27.7%,56.7%,76.5%,33.3%,20.0%,22.5%,25.0%,27
2022 Indian Wells R32,L vs Hurkacz,33.9%,48.4%,51.3%,44.2%,47.5%,67.5%,71.4%,63.5%,60.0%,70.0%,0.0%,10.0%,15.0%,27.8%,-18
2022 Australian Open R64,L vs Sinner,25.0%,39.3%,43.5%,32.4%,36.2%,57.4%,53.3%,49.4%,56.0%,59.1%,66.7%,11.1%,16.7%,34.4%,-38
2021 Washington QF,L vs Sinner,32.1%,45.3%,39.4%,37.9%,38.5%,57.7%,43.8%,50.4%,70.0%,68.8%,100.0%,29.2%,37.5%,35.3%,89
2020 Australian Open R128,L vs Federer,27.4%,30.1%,37.3%,32.2%,28.3%,30.4%,39.4%,35.9%,47.6%,44.0%,60.0%,28.0%,32.0%,33.3%,33
2019 Wimbledon R32,L vs Nishikori,23.9%,38.9%,39.5%,29.8%,35.7%,51.4%,48.9%,45.3%,60.0%,51.4%,50.0%,5.3%,21.1%,27.8%,-67
2019 Rome R64,L vs Sinner,24.1%,32.9%,52.6%,29.5%,34.0%,44.7%,51.6%,43.2%,54.2%,60.9%,33.3%,10.3%,17.2%,53.8%,-15
2019 Houston R16,L vs Galan,25.8%,38.7%,43.2%,29.8%,30.3%,45.5%,34.8%,37.9%,73.3%,55.6%,0.0%,22.2%,33.3%,52.4%,25
2019 Indian Wells R128,W vs Fritz,34.1%,50.0%,65.5%,44.1%,47.8%,65.2%,91.7%,67.0%,63.6%,50.0%,-,19.0%,33.3%,47.1%,-79
2018 Winston Salem F,L vs Medvedev,30.2%,44.4%,46.2%,38.9%,45.7%,60.0%,52.6%,61.4%,47.1%,55.6%,75.0%,13.0%,30.4%,40.0%,14
2018 Newport F,W vs Ramanathan,27.1%,40.0%,58.9%,36.7%,31.9%,48.9%,71.9%,49.4%,64.7%,30.0%,-,25.0%,34.4%,41.7%,113
2018 Houston F,W vs Sandgren,22.2%,38.9%,59.7%,34.2%,25.9%,48.1%,67.5%,45.9%,45.0%,47.1%,-,18.2%,27.3%,48.1%,47
2017 Brisbane R32,L vs De Minaur,31.3%,51.2%,47.2%,40.8%,37.2%,69.8%,63.0%,54.9%,58.3%,31.6%,0.0%,25.7%,31.4%,30.8%,3
2017 Tokyo QF,L vs Schwartzman,17.3%,29.3%,45.0%,22.9%,22.4%,34.7%,55.3%,31.0%,68.2%,51.9%,66.7%,8.3%,20.8%,27.3%,-33
2017 Houston F,W vs Bellucci,31.8%,43.9%,53.8%,37.1%,44.4%,61.1%,60.0%,55.0%,76.2%,48.5%,100.0%,22.2%,31.1%,48.6%,89
2017 Indian Wells R32,L vs Federer,41.7%,51.2%,51.2%,48.1%,50.9%,61.8%,51.9%,60.7%,33.3%,50.0%,50.0%,30.4%,39.1%,50.0%,157
2017 Auckland QF,W vs Isner,44.7%,55.3%,62.0%,50.3%,56.7%,68.3%,65.4%,65.5%,46.7%,60.0%,-,25.0%,34.4%,58.3%,10
Career (32 matches),,30.7%,43.4%,50.1%,37.7%,39.5%,55.2%,55.6%,51.3%,53.5%,51.6%,55.7%,19.8%,29.1%,43.4%,62
