Year,WTA Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: WTA Rank,Points,D-Lo Rank,D-Lo
2004,418,44,189,1504,177,1476,169,1483,169,1422,,,,
2003,109,337,117,1640,124,1562,94,1610,125,1500,,,,
2002,79,472,98,1695,111,1581,76,1683,101,1547,,,,
2001,32,900,55,1795,84,1647,29,1789,70,1590,,,,
2000,93,352,114,1656,133,1537,92,1632,106,1529,,,,
1999,52,616,70,1767,106,1595,53,1749,96,1534,,,,
1998,97,274,108,1635,131,1507,82,1630,120,1475,,,,
1997,86,313,88,1690,134,1517,63,1685,93,1534,,,,
1996,95,256,94,1683,111,1563,73,1666,,,,,,
1995,183,7,,,,,,,,,,,,
1994,148,9,,,,,,,,,,,,
1993,189,6,,,,,,,,,,,,
1992,201,5,,,,,,,,,,,,
1991,197,5,160,1664,227,1485,106,1663,,,,,,
1990,590,,,,,,,,,,,,,
