Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2004,1,0,1,0.0%,0-2,0.0%,6-13,31.6%,0-0,-,1,-,-,1.8%,5.4%,58.9%,45.5%,60.9%,51.8%,31.3%,40.7%,0.65,R128 (Australian Open)
2003,23,7,16,30.4%,21-37,36.2%,233-304,43.4%,4-0,100.0%,3,-,-,3.7%,8.4%,63.9%,53.3%,37.7%,47.6%,38.3%,42.9%,0.73,QF (Acapulco)
2002,43,15,28,34.9%,34-61,35.8%,404-495,44.9%,6-8,42.9%,0,,,,,,,,,,,,SF (Bogota)
2001,54,30,24,55.6%,66-53,55.5%,563-540,51.0%,7-7,50.0%,0,,,,,,,,,,,,W (Sopot)
2000,35,14,21,40.0%,37-47,44.0%,366-426,46.2%,7-4,63.6%,0,,,,,,,,,,,,F (Antwerp)
1999,35,21,14,60.0%,41-31,56.9%,336-313,51.8%,5-3,62.5%,0,,,,,,,,,,,,W (Warsaw)
1998,31,11,20,35.5%,24-42,36.4%,272-322,45.8%,3-1,75.0%,0,,,,,,,,,,,,QF (Sopot)
1997,28,12,16,42.9%,26-35,42.6%,252-287,46.8%,2-2,50.0%,0,,,,,,,,,,,,QF (2x)
1996,9,4,5,44.4%,8-13,38.1%,81-102,44.3%,2-0,100.0%,0,,,,,,,,,,,,QF (Maria Lankowitz)
1995,5,1,4,20.0%,3-6,33.3%,30-47,39.0%,0-2,0.0%,0,,,,,,,,,,,,R16 (Zagreb)
1994,3,1,2,33.3%,3-5,37.5%,32-40,44.4%,0-0,-,0,,,,,,,,,,,,R16 (Styria)
1993,3,1,2,33.3%,3-4,42.9%,31-38,44.9%,0-0,-,0,,,,,,,,,,,,R32 (2x)
Career,270,117,153,43.3%,266-336,44.2%,2606-2927,47.1%,36-27,57.1%,4,-,-,3.2%,7.7%,62.8%,51.6%,43.5%,48.6%,36.5%,42.4%,0.71,
