Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,71,20,51,28.2%,55-104,34.6%,632-833,43.1%,4-9,30.8%,2,-,-,3.4%,5.7%,63.6%,41.1%,56.3%,46.6%,28.2%,36.6%,0.53
Clay,170,89,81,52.4%,192-186,50.8%,1738-1740,50.0%,29-17,63.0%,1,-,-,1.9%,11.5%,51.9%,44.4%,36.0%,40.4%,31.9%,36.4%,0.54
Grass,20,7,13,35.0%,16-29,35.6%,169-238,41.5%,3-0,100.0%,1,-,-,3.7%,7.5%,67.3%,62.5%,37.1%,54.2%,46.0%,50.0%,1.00
Carpet,9,1,8,11.1%,3-17,15.0%,67-116,36.6%,0-1,0.0%,0,,,,,,,,,,,
Grand Slams,43,13,30,30.2%,37-66,35.9%,406-537,43.1%,4-2,66.7%,4,-,-,3.2%,7.7%,62.8%,51.6%,43.5%,48.6%,36.5%,42.4%,0.71
Premiers,33,11,22,33.3%,25-50,33.3%,294-398,42.5%,3-4,42.9%,0,,,,,,,,,,,
Internationals,80,38,42,47.5%,91-92,49.7%,857-878,49.4%,14-13,51.9%,0,,,,,,,,,,,
Finals,5,2,3,40.0%,4-6,40.0%,42-49,46.2%,1-0,100.0%,0,,,,,,,,,,,
Semi-finals,11,5,6,45.5%,11-13,45.8%,116-120,49.2%,2-2,50.0%,0,,,,,,,,,,,
Quarter-finals,25,11,14,44.0%,27-29,48.2%,254-258,49.6%,3-4,42.9%,0,,,,,,,,,,,
vs Righties,220,88,132,40.0%,200-286,41.2%,2057-2409,46.1%,28-27,50.9%,4,-,-,3.2%,7.7%,62.8%,51.6%,43.5%,48.6%,36.5%,42.4%,0.71
vs Lefties,31,16,15,51.6%,38-33,53.5%,327-333,49.5%,7-0,100.0%,0,,,,,,,,,,,
vs Top 10,14,0,14,0.0%,0-27,0.0%,54-164,24.8%,0-2,0.0%,1,-,-,6.3%,6.3%,71.9%,34.8%,44.4%,37.5%,22.2%,29.4%,0.36
