Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,3,Hard,3,0,3,0.0%,1,1,0,100.0%,2024,2026,R128,3,0.85,3.9%,3.6%,61.8%,57.7%,54.1%,56.3%,37.3%,60.4%,26.3%
Roland Garros,3,Clay,6,3,3,50.0%,2,2,0,100.0%,2023,2025,R32,6,1.04,2.7%,2.4%,73.7%,57.6%,48.0%,55.1%,46.5%,58.0%,48.8%
Wimbledon,3,Grass,4,1,3,25.0%,2,0,2,0.0%,2023,2025,R64,4,0.88,4.3%,3.7%,60.6%,66.7%,50.7%,60.4%,35.0%,56.8%,38.5%
US Open,3,Hard,4,1,3,25.0%,0,0,0,-,2023,2025,R64,4,0.83,3.0%,5.2%,56.7%,63.0%,43.8%,54.7%,37.5%,48.9%,39.5%
Olympics,1,,2,1,1,50.0%,1,0,1,0.0%,2024,2024,R32,2,1.09,2.6%,1.8%,77.2%,68.2%,38.5%,61.4%,41.9%,25.0%,54.5%
Davis Cup,1,,2,1,1,50.0%,0,0,0,-,2025,2025,,0,,,,,,,,,,
Miami Masters,2,Hard,3,1,2,33.3%,1,1,0,100.0%,2025,2026,R64,3,0.88,4.3%,2.4%,63.9%,75.2%,50.7%,66.3%,29.5%,66.7%,20.0%
Indian Wells Masters,2,Hard,3,1,2,33.3%,0,0,0,-,2025,2026,R64,3,0.97,3.9%,3.0%,69.5%,69.5%,45.2%,62.1%,36.7%,52.6%,46.2%
Santiago,2,Clay,4,2,2,50.0%,0,0,0,-,2025,2026,R16,4,1.13,1.5%,6.3%,65.3%,66.1%,50.0%,60.5%,44.8%,50.0%,41.5%
Rio de Janeiro,2,Clay,3,1,2,33.3%,0,0,0,-,2025,2026,R16,3,1.02,2.7%,3.7%,64.7%,66.1%,42.4%,57.8%,43.1%,54.2%,36.4%
Buenos Aires,3,Clay,8,5,3,62.5%,1,1,0,100.0%,2024,2026,QF,8,1.16,3.3%,2.9%,64.9%,67.0%,54.6%,62.7%,43.5%,56.5%,42.6%
Auckland,2,Hard,3,1,2,33.3%,2,1,1,50.0%,2025,2026,R16,3,1.02,4.0%,4.0%,61.3%,65.5%,50.0%,59.5%,41.2%,56.3%,46.7%
