Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2025 Roland Garros R32,L vs Musetti,6.1%,62.5%,15.4%,55.3%,6.0%,5.4%,5.4%,5.2%,37.5%,1.1%,50.0%,-43,-62
2025 Roland Garros R128,W vs Nakashima,0.0%,-,14.1%,73.0%,11.1%,8.1%,28.6%,3.4%,25.0%,0.5%,66.7%,-93,-87
2025 Madrid R128,W vs Mpetshi Perricard,0.0%,-,3.3%,50.0%,18.8%,14.3%,40.0%,6.3%,66.7%,0.0%,-,-67,-103
2025 Buenos Aires QF,L vs Fonseca,0.0%,-,4.2%,66.7%,12.1%,16.1%,16.7%,4.4%,14.3%,1.1%,40.0%,-66,-80
2024 Canada R64,L vs Fritz,0.0%,-,3.8%,50.0%,6.9%,11.5%,0.0%,8.9%,0.0%,0.6%,0.0%,-116,-123
2024 Bastad QF,L vs Nadal,0.0%,-,8.0%,66.7%,8.1%,14.8%,5.9%,5.8%,17.9%,0.6%,0.0%,-59,-73
2024 Queens Club R32,L vs Draper,0.0%,-,2.2%,0.0%,11.4%,15.4%,0.0%,18.8%,50.0%,0.0%,-,-4,-41
2024 Roland Garros R64,L vs Machac,0.0%,-,3.1%,75.0%,15.2%,13.0%,33.3%,6.9%,20.0%,1.5%,50.0%,-33,-17
2024 Cagliari CH F,W vs Musetti,0.0%,-,19.8%,44.0%,9.2%,8.5%,7.7%,5.9%,36.4%,0.0%,-,-104,-102
2024 Bucharest F,L vs Fucsovics,0.0%,-,11.1%,68.8%,9.9%,13.5%,0.0%,2.9%,23.1%,1.1%,50.0%,-57,-67
2024 Bucharest SF,W vs Barrere,0.0%,-,9.1%,66.7%,14.3%,18.6%,30.0%,6.3%,23.1%,0.9%,33.3%,-46,-47
2024 Bucharest QF,W vs Cerundolo,0.0%,-,8.2%,63.2%,7.5%,9.5%,9.1%,3.9%,12.5%,0.9%,80.0%,-78,-88
2024 Marrakech SF,L vs Berrettini,0.0%,-,5.7%,72.7%,11.5%,10.6%,0.0%,4.2%,12.5%,1.0%,25.0%,-63,-83
2024 Rio de Janeiro F,L vs Baez,0.0%,-,9.7%,40.0%,7.8%,5.0%,22.2%,3.2%,9.1%,0.4%,0.0%,-76,-94
2024 Rio de Janeiro SF,W vs Norrie,0.0%,-,5.0%,100.0%,17.1%,38.9%,28.6%,16.7%,33.3%,0.0%,-,-9,-9
2024 Rio de Janeiro QF,W vs Fonseca,0.0%,-,6.5%,63.6%,5.1%,6.8%,0.0%,12.1%,53.8%,0.0%,-,-92,-91
2022 Corrientes CH F,L vs Comesana,0.0%,-,10.3%,60.0%,6.3%,7.3%,0.0%,1.4%,10.0%,0.4%,100.0%,-42,-68
Career (17 matches),,0.6%,62.5%,8.4%,62.3%,9.8%,11.4%,11.9%,5.6%,23.2%,0.7%,44.4%,-64,-72
