Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,13,3,10,23.1%,14-22,38.9%,165-189,46.6%,2-1,66.7%,13,71.6%,21.1%,4.7%,5.0%,62.7%,66.6%,47.4%,59.4%,37.1%,48.2%,0.91
Clay,22,10,12,45.5%,26-27,49.1%,255-242,51.3%,3-1,75.0%,21,70.4%,32.0%,1.5%,2.6%,67.5%,63.6%,49.7%,59.1%,41.7%,50.4%,1.02
Grass,2,1,1,50.0%,3-4,42.9%,37-36,50.7%,0-1,0.0%,2,77.8%,25.0%,2.8%,3.8%,60.6%,71.3%,52.4%,63.8%,40.4%,51.4%,1.12
Grand Slams,7,3,4,42.9%,13-14,48.1%,131-135,49.2%,3-1,75.0%,7,70.5%,26.9%,2.9%,3.2%,65.9%,63.0%,51.2%,59.0%,40.7%,49.8%,0.99
Masters,10,3,7,30.0%,10-14,41.7%,115-125,47.9%,1-2,33.3%,10,76.5%,19.5%,4.1%,3.5%,67.5%,69.2%,47.3%,62.1%,35.4%,48.7%,0.93
Other Tours,20,8,12,40.0%,20-25,44.4%,211-207,50.5%,1-0,100.0%,19,69.2%,31.9%,2.0%,3.8%,63.5%,64.3%,48.5%,58.5%,41.7%,50.1%,1.01
Best of 5,7,3,4,42.9%,13-14,48.1%,131-135,49.2%,3-1,75.0%,7,70.5%,26.9%,2.9%,3.2%,65.9%,63.0%,51.2%,59.0%,40.7%,49.8%,0.99
Best of 3,30,11,19,36.7%,30-39,43.5%,326-332,49.5%,2-2,50.0%,29,71.8%,27.4%,2.8%,3.7%,64.9%,66.1%,48.1%,59.8%,39.5%,49.6%,0.98
vs Righties,34,13,21,38.2%,38-48,44.2%,407-418,49.3%,5-2,71.4%,33,70.7%,27.6%,2.9%,3.5%,65.1%,64.8%,48.3%,59.1%,40.2%,49.6%,0.98
vs Lefties,3,1,2,33.3%,5-5,50.0%,50-49,50.5%,0-1,0.0%,3,77.6%,24.5%,1.4%,4.2%,66.0%,68.6%,55.7%,64.2%,36.8%,49.9%,1.03
vs Top 10,2,0,2,0.0%,1-5,16.7%,22-34,39.3%,0-0,-,2,59.3%,20.7%,0.5%,1.6%,74.0%,54.2%,50.0%,53.1%,37.6%,45.7%,0.80
