Mtgs,Opponent,W,L,Win%,TB,W,L,TB%,First,Last,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
11,Francisco Comesana [ARG],5,6,45.5%,0,0,0,-,2019,2025,7,1.03,0.6%,4.1%,70.2%,59.5%,41.4%,54.1%,47.1%,45.0%,53.0%
8,Luciano Darderi [ITA],4,4,50.0%,0,0,0,-,2023,2026,8,1.02,1.9%,3.5%,68.3%,60.8%,50.0%,57.4%,43.4%,54.5%,39.7%
5,Tomas Barrios Vera [CHI],4,1,80.0%,2,1,1,50.0%,2023,2025,5,1.22,1.4%,2.2%,67.8%,60.2%,57.8%,59.4%,49.3%,46.9%,54.0%
5,Juan Manuel Cerundolo [ARG],4,1,80.0%,1,1,0,100.0%,2019,2025,4,1.19,0.4%,2.1%,76.3%,62.5%,47.4%,58.9%,48.8%,35.0%,41.0%
5,Federico Coria [ARG],4,1,80.0%,1,1,0,100.0%,2022,2024,5,1.03,0.2%,3.7%,66.1%,56.9%,41.3%,51.6%,50.0%,50.0%,47.0%
4,Camilo Ugo Carabelli [ARG],1,3,25.0%,2,1,1,50.0%,2022,2026,4,0.94,0.4%,5.7%,67.6%,60.0%,41.8%,54.1%,43.3%,59.0%,36.7%
4,Roman Andres Burruchaga [ARG],1,3,25.0%,3,2,1,66.7%,2023,2025,4,0.95,0.3%,2.5%,67.2%,56.4%,50.5%,54.5%,43.3%,58.3%,50.0%
4,Murkel Alejandro Dellien Velasco [BOL],3,1,75.0%,1,0,1,0.0%,2021,2025,3,1.33,3.3%,2.7%,68.7%,68.9%,46.8%,62.0%,50.5%,45.5%,52.0%
4,Thiago Seyboth Wild [BRA],3,1,75.0%,0,0,0,-,2021,2024,4,1.15,2.6%,5.3%,67.5%,66.5%,48.8%,60.8%,45.1%,55.6%,51.6%
3,Nick Hardt [DOM],2,1,66.7%,1,0,1,0.0%,2022,2026,2,1.36,1.2%,1.2%,68.1%,63.7%,56.6%,61.4%,52.4%,57.1%,46.7%
3,Marcos Giron [USA],1,2,33.3%,0,0,0,-,2025,2026,3,0.97,3.6%,6.6%,63.2%,65.4%,45.9%,58.3%,40.6%,54.5%,43.8%
3,Francisco Cerundolo [ARG],1,2,33.3%,0,0,0,-,2024,2026,3,0.88,1.2%,2.4%,67.2%,57.8%,43.2%,53.0%,41.4%,58.3%,31.4%
3,Emilio Nava [USA],2,1,66.7%,1,1,0,100.0%,2024,2026,3,1.16,1.0%,3.4%,63.3%,69.5%,47.4%,61.4%,44.8%,60.0%,50.0%
3,Genaro Alberto Olivieri [ARG],2,1,66.7%,1,1,0,100.0%,2022,2025,3,1.24,1.6%,1.1%,77.4%,66.0%,45.2%,61.3%,48.0%,50.0%,51.9%
3,Pedro Martinez [ESP],0,3,0.0%,3,0,3,0.0%,2023,2025,3,0.96,2.5%,4.3%,61.8%,60.2%,46.0%,54.8%,43.4%,44.1%,43.6%
