Match,Result,Unret%,<=3 W%,RiP W%,SvImpact,1st: Unret%,<=3 W%,RiP W%,SvImpact,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,2ndAgg
2025 Roland Garros R32,L vs Musetti,7.6%,15.2%,48.3%,14.2%,7.1%,16.3%,48.4%,16.0%,34.0%,75.0%,92.3%,9.4%,12.5%,48.3%,-21
2025 Roland Garros R128,W vs Nakashima,19.6%,25.4%,50.5%,25.9%,24.2%,32.6%,58.3%,33.5%,47.7%,43.1%,66.7%,9.8%,9.8%,35.1%,-16
2025 Madrid R128,W vs Mpetshi Perricard,32.1%,43.4%,71.4%,41.1%,27.0%,43.2%,74.1%,40.0%,50.0%,52.9%,100.0%,46.7%,46.7%,62.5%,16
2025 Buenos Aires QF,L vs Fonseca,15.7%,23.5%,50.0%,20.4%,9.8%,19.7%,43.6%,17.7%,41.7%,48.6%,28.6%,24.4%,29.3%,61.3%,-79
2024 Canada R64,L vs Fritz,14.3%,17.9%,53.3%,16.1%,21.7%,30.4%,55.6%,26.1%,0.0%,42.9%,50.0%,10.0%,10.0%,51.9%,-18
2024 Bastad QF,L vs Nadal,8.5%,12.1%,46.0%,13.3%,6.7%,12.2%,47.6%,14.1%,100.0%,16.0%,0.0%,12.5%,12.5%,42.9%,10
2024 Queens Club R32,L vs Draper,24.6%,33.3%,41.0%,30.4%,35.3%,44.1%,50.0%,45.0%,46.7%,31.6%,0.0%,10.5%,21.1%,29.4%,-22
2024 Roland Garros R64,L vs Machac,14.6%,22.0%,40.8%,20.7%,21.4%,32.1%,45.5%,30.4%,31.6%,82.6%,87.5%,0.0%,0.0%,31.3%,-118
2024 Cagliari CH F,W vs Musetti,11.7%,16.7%,56.9%,16.2%,10.4%,16.7%,60.5%,16.0%,10.0%,82.1%,80.0%,20.0%,20.0%,37.5%,65
2024 Bucharest F,L vs Fucsovics,11.7%,14.3%,46.3%,14.5%,15.1%,18.9%,48.9%,19.2%,16.0%,82.1%,100.0%,4.3%,4.3%,40.9%,-72
2024 Bucharest SF,W vs Barrere,19.3%,28.1%,54.3%,28.9%,24.4%,36.6%,64.5%,37.8%,76.5%,66.7%,0.0%,6.3%,6.3%,33.3%,-79
2024 Bucharest QF,W vs Cerundolo,11.7%,14.8%,46.0%,14.7%,15.4%,19.8%,41.6%,19.6%,27.7%,81.8%,76.9%,2.7%,2.7%,55.6%,-88
2024 Marrakech SF,L vs Berrettini,11.2%,19.6%,52.1%,16.6%,10.5%,19.8%,57.1%,17.2%,10.5%,60.4%,100.0%,15.0%,20.0%,29.4%,-7
2024 Rio de Janeiro F,L vs Baez,6.7%,13.3%,38.2%,10.2%,9.3%,16.3%,35.9%,14.2%,10.5%,75.0%,100.0%,0.0%,6.3%,43.8%,-118
2024 Rio de Janeiro SF,W vs Norrie,25.0%,35.7%,53.7%,30.5%,27.0%,40.5%,55.6%,35.4%,47.4%,38.9%,66.7%,22.2%,27.8%,50.0%,1
2024 Rio de Janeiro QF,W vs Fonseca,13.8%,17.2%,44.6%,17.6%,15.2%,19.7%,50.0%,20.2%,17.2%,43.2%,22.2%,10.0%,10.0%,27.8%,-13
2022 Corrientes CH F,L vs Comesana,4.5%,6.8%,32.5%,8.4%,0.0%,3.7%,37.0%,6.3%,7.1%,53.8%,66.7%,13.3%,13.3%,23.1%,11
Career (17 matches),,14.1%,20.2%,47.9%,19.2%,15.5%,23.6%,50.4%,23.0%,36.3%,58.2%,64.1%,11.8%,13.6%,42.4%,3
