Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,223,136,87,61.0%,288-196,59.5%,2388-1996,54.5%,21-20,51.2%,43,60.7%,37.0%,1.5%,2.5%,68.8%,59.2%,43.7%,54.4%,44.2%,49.3%,0.97
Clay,19,4,15,21.1%,14-30,31.8%,189-237,44.4%,3-2,60.0%,11,48.6%,44.2%,0.4%,3.7%,64.1%,51.6%,42.2%,48.2%,47.6%,47.9%,0.92
Finals,12,2,10,16.7%,5-20,20.0%,108-143,43.0%,0-4,0.0%,1,87.5%,62.5%,4.7%,0.0%,78.1%,60.0%,64.3%,60.9%,54.0%,57.9%,1.38
Semi-finals,20,12,8,60.0%,23-19,54.8%,205-193,51.5%,1-3,25.0%,1,60.0%,54.5%,6.0%,0.0%,79.1%,62.3%,42.9%,58.2%,47.3%,52.5%,1.13
Quarter-finals,40,21,19,52.5%,47-41,53.4%,413-388,51.6%,7-4,63.6%,5,51.0%,34.0%,0.3%,2.6%,70.3%,56.6%,35.3%,50.3%,42.3%,46.5%,0.85
vs Righties,83,40,43,48.2%,88-92,48.9%,820-838,49.5%,9-9,50.0%,21,54.8%,33.2%,0.9%,2.8%,66.3%,56.8%,42.3%,51.9%,42.8%,47.4%,0.89
vs Lefties,8,5,3,62.5%,10-9,52.6%,95-92,50.8%,2-1,66.7%,5,66.1%,32.3%,3.5%,3.5%,63.8%,59.5%,51.0%,56.5%,42.3%,49.0%,0.97
