Match,Result,Unret%,<=3 W%,RiP W%,1st: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2ndAgg
2025 Roland Garros Q1,L vs Andreescu,18.4%,18.4%,16.7%,13.0%,13.0%,15.0%,0.0%,46.7%,28.6%,28.6%,28.6%,20.0%,0.0%,75.0%,100.0%,-23
2024 Beijing R128,L vs Bucsa,13.0%,18.2%,32.8%,22.2%,28.9%,25.7%,21.1%,73.1%,72.7%,0.0%,3.4%,41.4%,0.0%,75.0%,100.0%,-119
Last 52 Weeks (1 matches),,18.4%,18.4%,16.7%,13.0%,13.0%,15.0%,0.0%,46.7%,28.6%,28.6%,28.6%,20.0%,0.0%,75.0%,100.0%,-23
Career (2 matches),,14.8%,18.3%,27.7%,19.1%,23.5%,21.8%,14.8%,63.4%,55.6%,9.3%,11.6%,35.9%,0.0%,75.0%,100.0%,-21
