Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,4,Hard,12,8,4,66.7%,5,5,0,100.0%,2000,2003,R16,12,1.07,6.1%,3.8%,57.0%,72.6%,54.0%,64.6%,37.8%,60.8%,57.7%
Roland Garros,3,Clay,4,1,3,25.0%,1,0,1,0.0%,2000,2003,R64,4,0.81,2.9%,4.2%,52.9%,62.4%,41.7%,52.7%,38.3%,67.0%,34.0%
Wimbledon,3,Grass,5,2,3,40.0%,5,2,3,40.0%,2000,2003,R64,5,0.89,9.1%,7.0%,60.0%,71.2%,46.4%,61.3%,34.5%,67.2%,39.1%
US Open,4,Hard,5,1,4,20.0%,7,1,6,14.3%,2000,2003,R64,5,0.86,4.5%,4.0%,55.8%,69.6%,46.5%,59.4%,34.8%,63.1%,42.5%
Olympics,1,,2,1,1,50.0%,0,0,0,-,2000,2000,R32,0,,,,,,,,,,
Davis Cup,7,,15,3,12,20.0%,2,0,2,0.0%,2000,2012,,0,,,,,,,,,,
Bastad,11,Clay,25,14,11,56.0%,15,5,10,33.3%,1998,2013,F,25,1.06,5.1%,3.3%,63.3%,68.2%,51.1%,61.9%,40.5%,63.3%,47.0%
Stockholm,8,Hard,16,8,8,50.0%,9,6,3,66.7%,1998,2009,QF,16,0.97,8.3%,4.0%,61.7%,69.7%,52.5%,63.1%,35.9%,65.7%,40.4%
Copenhagen,4,Hard,13,10,3,76.9%,4,3,1,75.0%,1999,2003,W,13,1.20,7.2%,2.9%,56.6%,75.1%,55.9%,66.8%,39.8%,67.6%,48.3%
Chennai,3,Hard,6,3,3,50.0%,2,1,1,50.0%,1999,2001,R16,6,1.04,4.0%,3.5%,58.8%,70.0%,46.6%,60.4%,41.2%,60.0%,37.5%
Monte Carlo Masters,3,Clay,3,0,3,0.0%,0,0,0,-,2000,2002,R64,3,0.74,5.6%,5.6%,56.0%,59.7%,40.4%,51.2%,36.1%,63.6%,50.0%
Vienna,2,Hard,5,3,2,60.0%,1,0,1,0.0%,2000,2001,QF,5,0.97,5.2%,2.8%,58.5%,75.3%,50.4%,64.9%,34.0%,76.9%,34.6%
