Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2013,1,0,1,0.0%,0-2,0.0%,10-13,43.5%,0-1,0.0%,1,90.9%,0.0%,4.1%,4.1%,50.0%,73.0%,56.8%,64.9%,18.3%,44.0%,0.52,R32 (Bastad)
2012,2,0,2,0.0%,0-5,0.0%,18-31,36.7%,0-0,-,0,,,,,,,,,,,,
2011,1,0,1,0.0%,1-2,33.3%,10-13,43.5%,0-0,-,1,63.6%,25.0%,1.2%,2.4%,74.4%,63.9%,33.3%,56.1%,37.7%,47.7%,0.86,R32 (Bastad)
2010,6,1,5,16.7%,5-13,27.8%,71-102,41.0%,2-2,50.0%,3,81.8%,11.4%,9.2%,3.7%,61.2%,73.9%,52.6%,65.6%,30.0%,48.5%,0.87,R16 (Bastad)
2009,12,4,8,33.3%,14-19,42.4%,162-178,47.6%,0-5,0.0%,8,79.6%,17.3%,5.0%,2.3%,68.5%,68.0%,53.7%,63.5%,34.8%,49.1%,0.95,SF (Bastad)
2006,5,1,4,20.0%,5-9,35.7%,65-71,47.8%,0-1,0.0%,4,72.1%,23.9%,4.5%,3.1%,66.1%,61.9%,48.5%,57.3%,36.5%,47.3%,0.85,R16 (Stockholm)
2005,2,1,1,50.0%,3-2,60.0%,29-22,56.9%,0-1,0.0%,2,76.0%,40.0%,7.1%,1.9%,53.8%,66.7%,56.9%,62.2%,45.8%,53.5%,1.21,R16 (Bastad)
2003,19,8,11,42.1%,24-29,45.3%,240-264,47.6%,2-5,28.6%,17,77.5%,18.2%,5.5%,3.9%,61.2%,70.3%,48.6%,61.9%,33.6%,48.3%,0.88,QF (Sopot)
2002,18,5,13,27.8%,12-28,30.0%,172-217,44.2%,4-4,50.0%,17,76.1%,12.3%,5.6%,2.4%,63.5%,68.4%,51.4%,62.2%,30.1%,46.6%,0.80,QF (2x)
2001,57,29,28,50.9%,66-73,47.5%,656-689,48.8%,13-12,52.0%,57,75.5%,22.8%,5.9%,4.0%,56.8%,70.2%,48.5%,60.8%,37.3%,49.2%,0.95,F (Copenhagen)
2000,50,29,21,58.0%,69-53,56.6%,623-539,53.6%,11-11,50.0%,46,77.1%,28.8%,6.5%,3.8%,56.3%,70.8%,50.3%,61.8%,40.2%,51.1%,1.05,W (Copenhagen)
1999,15,9,6,60.0%,19-14,57.6%,163-147,52.6%,2-3,40.0%,15,74.3%,31.4%,4.4%,4.3%,61.6%,68.8%,47.9%,60.8%,42.0%,51.3%,1.07,F (Bastad)
1998,2,0,2,0.0%,1-4,20.0%,22-27,44.9%,0-1,0.0%,2,66.7%,25.0%,5.5%,3.7%,65.2%,59.8%,43.9%,54.3%,39.6%,47.2%,0.87,R32 (2x)
Career,190,87,103,45.8%,219-253,46.4%,2241-2313,49.2%,34-46,42.5%,173,76.3%,23.2%,5.8%,3.7%,59.1%,69.6%,49.5%,61.4%,37.2%,49.5%,0.96,
