Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,99,48,51,48.5%,120-126,48.8%,1206-1194,50.2%,20-26,43.5%,92,80.4%,22.0%,6.4%,3.4%,58.0%,71.8%,51.6%,63.3%,36.0%,50.0%,0.98
Clay,71,31,40,43.7%,74-92,44.6%,762-811,48.4%,9-16,36.0%,65,71.3%,25.7%,4.4%,3.5%,60.4%,66.0%,47.8%,58.7%,39.5%,49.2%,0.96
Grass,7,2,5,28.6%,8-15,34.8%,101-122,45.3%,2-3,40.0%,7,73.6%,18.8%,8.7%,6.7%,59.1%,70.0%,45.3%,59.9%,34.6%,47.5%,0.86
Carpet,13,6,7,46.2%,17-20,45.9%,172-186,48.0%,3-1,75.0%,9,69.1%,24.2%,7.3%,4.3%,61.1%,73.3%,42.8%,61.4%,36.2%,48.9%,0.94
Grand Slams,26,12,14,46.2%,39-49,44.3%,410-437,48.4%,8-10,44.4%,26,74.8%,23.3%,5.9%,4.7%,56.8%,70.0%,48.5%,60.7%,36.4%,48.9%,0.93
Masters,27,12,15,44.4%,27-36,42.9%,296-309,48.9%,5-7,41.7%,27,73.6%,25.2%,4.9%,3.9%,58.8%,69.5%,48.0%,60.7%,37.8%,49.3%,0.96
Other Tours,122,60,62,49.2%,136-141,49.1%,1331-1346,49.7%,21-27,43.8%,120,77.4%,22.7%,6.1%,3.3%,59.9%,69.5%,50.3%,61.8%,37.3%,49.7%,0.98
Best of 5,38,14,24,36.8%,54-72,42.9%,592-631,48.4%,8-12,40.0%,26,74.8%,23.3%,5.9%,4.7%,56.8%,70.0%,48.5%,60.7%,36.4%,48.9%,0.93
Best of 3,152,73,79,48.0%,165-181,47.7%,1649-1682,49.5%,26-34,43.3%,147,76.7%,23.2%,5.8%,3.4%,59.7%,69.5%,49.8%,61.6%,37.4%,49.6%,0.97
Finals,4,1,3,25.0%,2-6,25.0%,37-47,44.0%,1-2,33.3%,4,71.1%,19.0%,3.1%,1.9%,59.8%,63.9%,53.8%,59.8%,35.1%,46.9%,0.87
Semi-finals,7,4,3,57.1%,8-8,50.0%,78-76,50.6%,1-3,25.0%,7,70.3%,32.9%,4.9%,3.6%,60.3%,67.2%,46.4%,58.9%,41.9%,50.6%,1.02
Quarter-finals,17,7,10,41.2%,16-22,42.1%,166-188,46.9%,4-1,80.0%,17,76.2%,18.0%,7.3%,3.8%,59.4%,70.7%,49.1%,62.0%,36.9%,49.1%,0.97
vs Righties,169,74,95,43.8%,189-232,44.9%,1984-2090,48.7%,31-42,42.5%,152,75.4%,22.9%,5.6%,3.8%,58.5%,69.3%,49.0%,60.9%,37.2%,49.2%,0.95
vs Lefties,21,13,8,61.9%,30-21,58.8%,257-223,53.5%,3-4,42.9%,21,83.3%,25.3%,7.7%,2.8%,63.4%,72.0%,54.7%,65.7%,37.3%,51.5%,1.09
vs Top 10,19,2,17,10.5%,9-40,18.4%,190-291,39.5%,3-5,37.5%,19,69.0%,12.0%,6.0%,4.1%,57.1%,67.9%,46.4%,58.7%,30.7%,45.1%,0.74
