Match,Result,GP Conv,BP Conv,SP Conv,MP Conv,BP Saved,SP Saved,MP Saved,TB SPW,TB RPW
2025 Hamburg R32,L vs Alexandrova,100% (3/3),- (0/0),0/0,0/0,67% (8/12),3/5,0/1,- (0/0),- (0/0)
2025 W50+H Palma del RÃ­o F,L vs Ngounoue,56% (5/9),0% (0/3),0/0,0/0,63% (5/8),0/2,0/1,- (0/0),- (0/0)
2025 W50+H Palma del RÃ­o SF,W vs Jorge,85% (11/13),29% (2/7),2/2,1/1,100% (4/4),0/0,0/0,- (0/0),- (0/0)
2025 BJK Cup Qualifiers RR,W vs Niemeier,55% (6/11),50% (6/12),2/3,1/2,50% (2/4),0/0,0/0,- (0/0),- (0/0)
2025 BJK Cup Qualifiers RR,L vs Kartal,50% (9/18),40% (2/5),1/2,0/0,56% (5/9),0/2,0/1,- (0/0),- (0/0)
2024 s Hertogenbosch R32,L vs Andreescu,82% (9/11),67% (2/3),1/1,0/0,78% (14/18),1/3,1/2,- (0/0),- (0/0)
2023 Palermo R32,L vs Navarro,56% (5/9),100% (2/2),0/0,0/0,62% (8/13),6/8,1/2,33% (2/6),50% (3/6)
2022 W60 San Sebastian SF,L vs Bolsova,75% (3/4),43% (3/7),0/0,0/0,57% (8/14),1/3,1/2,- (0/0),- (0/0)
2019 W15 Oldenzaal SF,L vs Burger,29% (2/7),25% (1/4),0/0,0/0,44% (4/9),2/4,0/1,- (0/0),- (0/0)
2019 W15 Oldenzaal QF,W vs Arcidiacono,62% (8/13),88% (7/8),2/3,1/2,67% (6/9),6/7,0/0,- (0/0),- (0/0)
2019 W15 Tabarka QF,W vs Visscher,73% (8/11),38% (5/13),2/2,1/1,25% (1/4),0/0,0/0,- (0/0),- (0/0)
2019 W15 Tabarka R32,W vs Peiretti,50% (5/10),58% (7/12),2/6,1/4,0% (0/2),0/0,0/0,- (0/0),- (0/0)
2019 W15 Tabarka F,W vs Bougrat,44% (7/16),46% (6/13),2/5,1/4,40% (2/5),0/0,0/0,- (0/0),- (0/0)
2019 W15 Tabarka QF,W vs Amendola,33% (7/21),82% (9/11),2/3,1/2,50% (10/20),0/1,0/0,75% (3/4),80% (4/5)
2019 W15 Tabarka R16,W vs Timsit,90% (9/10),60% (3/5),2/3,1/2,57% (4/7),1/2,1/1,50% (4/8),63% (5/8)
2019 W15 Tabarka R32,W vs Turkmen,75% (9/12),80% (4/5),3/3,1/1,33% (1/3),0/0,0/0,75% (3/4),100% (4/4)
2019 W15 Alkmaar R32,W vs Wensveen,62% (8/13),100% (5/5),3/3,1/1,67% (4/6),0/0,0/0,- (0/0),- (0/0)
2019 W15 Tabarka F,W vs Vangelova,55% (6/11),86% (6/7),2/2,1/1,83% (10/12),0/0,0/0,- (0/0),- (0/0)
2019 W15 Tabarka QF,W vs Ceschi,67% (6/9),55% (6/11),2/3,1/2,33% (1/3),0/0,0/0,- (0/0),- (0/0)
2019 W15 Tabarka R16,W vs Nieuwboer,100% (7/7),71% (5/7),2/2,1/1,- (0/0),0/0,0/0,- (0/0),- (0/0)
2025 (5 matches),,63.0%,37.0%,71.4%,66.7%,64.9%,33.3%,0.0%,-,-
2024 (1 matches),,81.8%,66.7%,100.0%,-,77.8%,33.3%,50.0%,-,-
2023 (1 matches),,55.6%,100.0%,-,-,61.5%,75.0%,50.0%,33.3%,50.0%
2022 (1 matches),,75.0%,42.9%,-,-,57.1%,33.3%,50.0%,-,-
2019 (21 matches),,60.4%,54.5%,62.3%,53.8%,54.7%,51.4%,41.7%,55.1%,44.9%
Career (31 matches),,61.9%,51.9%,63.9%,55.2%,57.6%,46.8%,34.8%,54.1%,42.6%
