Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2025 Hamburg R32,L vs Alexandrova,0.0%,-,3.4%,66.7%,10.9%,22.2%,0.0%,0.0%,0.0%,0.9%,100.0%,-106,-89
2025 ITF Palma Del Rio F,L vs Ngounoue,0.0%,-,7.5%,25.0%,13.0%,16.7%,33.3%,14.7%,50.0%,0.7%,0.0%,-87,-49
2025 ITF Palma Del Rio SF,W vs Jorge,0.0%,-,13.0%,58.8%,20.0%,11.5%,36.4%,9.5%,50.0%,0.4%,0.0%,-31,-36
2025 BJK Cup Qualifiers RR,L vs Kartal,0.0%,-,13.8%,70.8%,6.5%,14.6%,4.8%,6.7%,25.0%,1.2%,60.0%,-66,-66
2025 BJK Cup Qualifiers RR,W vs Niemeier,0.0%,-,3.7%,100.0%,10.9%,23.1%,20.0%,3.7%,0.0%,0.5%,0.0%,-122,-79
2024 s Hertogenbosch R32,L vs Andreescu,0.0%,-,5.7%,40.0%,14.0%,18.2%,28.6%,4.9%,14.3%,2.1%,20.0%,-22,19
2023 Palermo R32,L vs Navarro,0.0%,-,6.5%,66.7%,16.9%,16.7%,7.1%,7.7%,20.0%,0.9%,100.0%,-33,-28
2022 ITF San Sebastian SF,L vs Bolsova,3.6%,100.0%,19.5%,47.8%,10.8%,2.7%,12.5%,3.4%,25.0%,1.1%,50.0%,-5,-31
Last 52 Weeks (5 matches),,0.0%,-,9.2%,62.5%,12.0%,15.7%,17.5%,7.1%,30.4%,0.8%,44.4%,-75,-62
Career (8 matches),,0.4%,100.0%,9.4%,57.1%,12.6%,13.6%,15.6%,6.1%,25.6%,1.0%,45.0%,-51,-42
