Match,Result,Unret%,<=3 W%,RiP W%,1st: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2ndAgg
2025 Hamburg R32,L vs Alexandrova,11.8%,13.7%,39.0%,19.4%,22.6%,44.0%,35.7%,64.7%,66.7%,0.0%,0.0%,31.3%,0.0%,20.0%,50.0%,-119
2025 ITF Palma Del Rio F,L vs Ngounoue,26.9%,40.4%,38.9%,33.3%,51.5%,45.5%,52.9%,37.5%,33.3%,17.6%,23.5%,28.6%,0.0%,40.0%,50.0%,23
2025 ITF Palma Del Rio SF,W vs Jorge,22.2%,33.3%,67.3%,23.5%,38.2%,69.2%,45.5%,60.9%,-,20.7%,27.6%,65.2%,11.8%,58.3%,66.7%,-104
2025 BJK Cup Qualifiers RR,L vs Kartal,14.4%,22.2%,48.7%,22.6%,35.8%,39.0%,42.3%,29.6%,66.7%,2.8%,2.8%,60.0%,0.0%,20.0%,33.3%,-87
2025 BJK Cup Qualifiers RR,W vs Niemeier,24.0%,32.0%,52.9%,28.6%,42.9%,45.0%,45.5%,58.8%,100.0%,22.2%,22.2%,64.3%,0.0%,33.3%,0.0%,90
2024 s Hertogenbosch R32,L vs Andreescu,39.3%,42.7%,34.0%,46.9%,53.1%,46.2%,27.3%,44.4%,37.5%,33.3%,33.3%,20.8%,17.6%,26.3%,16.7%,17
2023 Palermo R32,L vs Navarro,17.9%,26.9%,40.0%,14.3%,23.8%,33.3%,50.0%,70.8%,100.0%,25.0%,34.4%,50.0%,14.3%,72.2%,100.0%,30
2022 ITF San Sebastian SF,L vs Bolsova,5.4%,8.9%,41.2%,3.1%,6.3%,41.9%,46.7%,58.8%,83.3%,9.1%,13.6%,40.0%,0.0%,72.7%,80.0%,-23
Last 52 Weeks (5 matches),,19.3%,27.8%,50.0%,25.1%,38.0%,47.8%,44.3%,49.0%,64.3%,12.1%,14.7%,52.9%,3.3%,33.9%,45.5%,-8
Career (8 matches),,21.0%,28.2%,45.3%,24.8%,35.1%,44.5%,42.5%,52.4%,65.6%,17.5%,20.9%,46.5%,6.9%,43.3%,55.6%,3
