Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2025 Hamburg R32,L vs Alexandrova,3.7,4.1,3.1,33.3%,22.6%,71.4%,33.3%,57.3%,36.0%,0.5,0.9,-8.0,-25.0
2025 ITF Palma Del Rio F,L vs Ngounoue,3.7,3.7,3.8,45.9%,33.3%,30.8%,40.0%,60.0%,30.0%,0.5,0.6,5.0,12.2
2025 ITF Palma Del Rio SF,W vs Jorge,4.9,4.9,4.9,50.8%,51.9%,53.6%,76.9%,55.8%,21.8%,28.5,20.1,5.0,5.4
2025 BJK Cup Qualifiers RR,L vs Kartal,5.5,5.9,5.1,44.0%,60.5%,31.4%,38.5%,56.6%,14.1%,-2.0,-1.0,1.0,0.7
2025 BJK Cup Qualifiers RR,W vs Niemeier,4.2,4.8,3.7,68.3%,40.0%,83.3%,25.0%,55.0%,12.8%,10.5,11.9,4.0,5.6
2024 s Hertogenbosch R32,L vs Andreescu,3.5,3.7,3.3,47.7%,63.2%,22.2%,20.0%,58.7%,25.8%,1.0,0.9,8.0,12.5
2023 Palermo R32,L vs Navarro,3.9,3.9,3.9,45.0%,38.7%,61.1%,33.3%,59.7%,29.4%,6.5,5.7,-3.0,-5.2
2022 ITF San Sebastian SF,L vs Bolsova,6.7,6.6,6.9,37.5%,34.3%,40.0%,57.7%,50.3%,12.6%,2.0,1.2,-1.0,-0.7
Last 52 Weeks (5 matches),,4.6,4.8,4.3,48.9%,42.6%,47.4%,44.1%,56.7%,19.9%,7.6,6.6,1.4,1.8
Career (8 matches),,4.6,4.7,4.4,47.3%,44.0%,44.9%,44.2%,56.1%,20.0%,5.9,4.9,1.4,1.7
