Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2025 Hamburg R32,L vs Alexandrova,60.5%,21.7%,10.5%,1/3,2.45,2.4%,52.0%,7.7%,8.0%,2.56,4.0%,83.3%,40.0%,16.7%,2.28,0.0%
2025 ITF Palma Del Rio F,L vs Ngounoue,74.1%,35.0%,3.7%,0/2,2.36,16.7%,69.4%,36.0%,0.0%,2.40,27.3%,88.2%,33.3%,11.8%,2.30,0.0%
2025 ITF Palma Del Rio SF,W vs Jorge,79.4%,44.4%,4.4%,1/2,2.52,6.1%,71.7%,42.4%,6.5%,2.78,11.5%,95.5%,47.6%,0.0%,2.23,0.0%
2025 BJK Cup Qualifiers RR,L vs Kartal,78.6%,39.4%,1.2%,1/0,2.30,16.2%,77.9%,39.6%,1.5%,2.14,30.8%,86.7%,38.5%,0.0%,2.49,0.0%
2025 BJK Cup Qualifiers RR,W vs Niemeier,74.6%,63.6%,1.7%,1/0,2.43,14.7%,79.5%,61.3%,0.0%,2.58,25.0%,92.9%,69.2%,7.1%,2.22,0.0%
2024 s Hertogenbosch R32,L vs Andreescu,66.3%,47.4%,8.1%,2/5,2.18,14.0%,69.2%,44.4%,3.1%,2.57,26.9%,66.7%,58.3%,27.8%,1.75,0.0%
2023 Palermo R32,L vs Navarro,76.7%,41.3%,21.7%,4/9,2.41,8.3%,71.0%,40.9%,25.8%,2.42,13.9%,100.0%,41.7%,20.8%,2.40,0.0%
2022 ITF San Sebastian SF,L vs Bolsova,88.7%,43.6%,0.0%,0/0,2.16,4.1%,88.2%,37.8%,0.0%,2.23,6.7%,100.0%,70.0%,0.0%,2.07,0.0%
Last 52 Weeks (5 matches),,74.9%,42.7%,3.6%,36.4%,2.40,11.5%,72.4%,41.3%,2.8%,2.45,20.5%,90.0%,45.8%,6.3%,2.33,0.0%
Career (8 matches),,75.3%,43.4%,6.1%,32.3%,2.35,10.4%,74.0%,41.2%,4.4%,2.43,18.3%,89.4%,48.3%,11.4%,2.23,0.0%
