Date,Tournament,Surface,Rd,Rk,vRk,,Score,DR,A%,DF%,1stIn,1st%,2nd%,BPSvd,Time
07-Jul-2025,Nottingham 3 CH,Grass,F,471,281,(5) Jack Pinnington Jones [GBR] d. Edmund,6-4 7-6(1),1.04,8.8%,1.8%,59.6%,73.5%,56.5%,0/2,1:38
12-May-2025,M25 Reggio Emilia,Clay,F,512,505,Alex Molcan [SVK] d. Edmund,6-2 6-1,0.55,8.7%,4.3%,65.2%,60.0%,25.0%,1/6,1:02
15-Jan-2024,M25 Sunderland,Hard,F,537,655,Edmund d. Hamish Stewart [GBR],7-5 3-6 6-3,,,,,,,,
08-Jan-2024,M25 Loughborough,Hard,F,539,550,Edmund d. Martyn Pawelski [POL],6-4 6-4,,,,,,,,
16-Oct-2023,M25 Edgbaston,Hard,F,635,1782,(Q) Jacob Fearnley [GBR] d. (WC) Edmund,6-3 6-1,,,,,,,,
10-Feb-2020,New York,Hard,F,62,98,(8) Edmund d. Andreas Seppi [ITA],7-5 6-1,2.68,22.9%,0.0%,68.8%,93.9%,60.0%,0/0,1:21
25-Feb-2019,Indian Wells CH,Hard,F,27,112,(1) Edmund d. (7) Andrey Rublev [RUS],6-3 6-2,2.42,20.5%,2.3%,65.9%,89.7%,66.7%,0/0,0:54
15-Oct-2018,Antwerp,Hard,F,15,38,(1) Edmund d. (6) Gael Monfils [FRA],3-6 7-6(2) 7-6(4),0.94,3.8%,0.0%,58.1%,77.0%,61.4%,4/6,2:26
09-Apr-2018,Marrakech,Clay,F,26,355,(PR) Pablo Andujar [ESP] d. (2) Edmund,6-2 6-2,0.65,1.8%,0.0%,53.6%,40.0%,42.3%,4/10,1:22
02-May-2016,Rome CH,Clay,F,88,114,(2) Edmund d. (5) Filip Krajinovic [SRB],7-6(2) 6-0,1.95,5.5%,3.6%,52.7%,82.8%,69.2%,1/1,1:26
