Match,Result,Winners,UFEs,Ratio,Wnr/Pt,UFE/Pt,RallyWinners,RallyUFEs,RallyRatio,Rally Wnr/Pt,Rally UFE/Pt,FH Wnr/Pt,BH Wnr/Pt,vs Ratio,vs Wnr/Pt,vs UFE/Pt
2023 Australian Open R128,L vs Sinner,10,36,0.3,6.1%,22.1%,8,34,0.2,5.3%,22.5%,4.6%,0.7%,1.0,15.3%,16.0%
2022 US Open R128,L vs Ruud,28,46,0.6,15.8%,26.0%,22,40,0.6,14.9%,27.0%,6.1%,8.8%,1.1,13.6%,12.4%
2020 US Open R64,L vs Djokovic,27,36,0.8,10.9%,14.6%,20,30,0.7,9.3%,14.0%,6.0%,2.8%,1.5,21.1%,13.8%
2020 US Open R128,W vs Bublik,35,30,1.2,15.0%,12.9%,33,26,1.3,16.6%,13.1%,13.1%,3.5%,1.5,22.7%,15.0%
2020 New York F,W vs Seppi,24,14,1.7,21.2%,12.4%,13,14,0.9,13.7%,14.7%,10.5%,3.2%,0.4,8.0%,19.5%
2020 Australian Open R128,L vs Lajovic,23,31,0.7,10.5%,14.1%,23,31,0.7,11.2%,15.0%,,,1.1,13.6%,12.7%
2019 US Open R128,L vs Andujar,73,77,0.9,21.3%,22.4%,61,71,0.9,19.7%,23.0%,13.3%,6.1%,0.7,11.7%,15.7%
2019 Cincinnati Masters R64,L vs Medvedev,13,35,0.4,11.9%,32.1%,11,34,0.3,11.5%,35.4%,10.4%,1.0%,0.8,13.8%,16.5%
2019 Washington QF,L vs Gojowczyk,18,40,0.5,10.5%,23.4%,14,36,0.4,9.6%,24.7%,6.2%,2.7%,0.7,15.8%,24.0%
2019 Wimbledon R64,L vs Verdasco,40,48,0.8,13.3%,15.9%,35,44,0.8,13.2%,16.5%,7.5%,4.9%,1.6,18.6%,12.0%
2019 Wimbledon R128,W vs Munar,46,37,1.2,23.1%,18.6%,42,35,1.2,23.0%,19.1%,14.8%,7.1%,1.1,11.1%,10.1%
2019 Eastbourne SF,L vs Fritz,22,18,1.2,15.5%,12.7%,19,16,1.2,15.1%,12.7%,9.5%,5.6%,1.4,16.2%,11.3%
2019 Roland Garros R64,L vs Cuevas,17,19,0.9,11.4%,12.8%,17,19,0.9,12.2%,13.7%,,,1.5,18.8%,12.8%
2019 Roland Garros R128,W vs Chardy,40,49,0.8,11.5%,14.1%,40,49,0.8,13.1%,16.1%,,,0.8,12.4%,15.3%
2019 Madrid Masters R64,L vs Fognini,13,24,0.5,9.5%,17.5%,13,23,0.6,9.8%,17.4%,8.3%,1.5%,1.1,17.5%,15.3%
2019 Indian Wells Masters R16,L vs Federer,14,21,0.7,13.0%,19.4%,10,18,0.6,10.5%,18.9%,6.3%,4.2%,1.3,18.5%,13.9%
2019 Indian Wells Masters R32,W vs Albot,23,18,1.3,23.0%,18.0%,18,16,1.1,19.8%,17.6%,18.7%,1.1%,0.5,9.0%,19.0%
2019 Australian Open R128,L vs Berdych,25,34,0.7,16.2%,22.1%,21,31,0.7,15.7%,23.1%,8.2%,6.7%,2.3,23.4%,10.4%
2018 Antwerp F,W vs Monfils,32,33,1.0,15.4%,15.9%,28,33,0.8,15.3%,18.0%,13.7%,1.6%,1.5,18.3%,12.0%
2018 Shanghai Masters QF,L vs Zverev,17,18,0.9,16.3%,17.3%,10,15,0.7,11.4%,17.0%,5.7%,4.5%,2.8,21.2%,7.7%
Career (72 matches),,2133,2170,1.0,15.7%,16.0%,1789,1986,0.9,15.0%,16.6%,8.1%,3.0%,1.0,15.4%,15.0%
