Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2023 Australian Open R128,L vs Sinner,4.3,5.1,3.5,37.2%,39.1%,42.9%,41.2%,53.6%,5.9%,6.0,4.0,-14.5,-11.5
2020 New York F,W vs Seppi,4.1,4.1,4.1,54.3%,75.0%,66.7%,69.2%,56.3%,12.6%,14.5,13.7,7.0,9.2
2019 Cincinnati R64,L vs Medvedev,4.5,5.2,3.8,49.2%,33.3%,28.6%,37.5%,46.9%,13.6%,-7.0,-7.7,-9.5,-10.0
2019 Washington QF,L vs Gojowczyk,3.2,3.2,3.1,46.6%,54.5%,50.0%,50.0%,54.5%,11.8%,1.0,0.9,-6.5,-7.2
2019 Eastbourne SF,L vs Fritz,3.4,3.0,3.7,42.9%,52.0%,54.5%,80.0%,53.2%,11.2%,0.0,0.0,7.5,9.6
2019 Madrid R64,L vs Fognini,4.2,3.9,4.7,49.3%,39.4%,38.9%,36.4%,52.3%,9.6%,9.0,7.4,0.5,0.5
2019 Indian Wells R16,L vs Federer,3.4,3.1,3.5,41.4%,40.0%,42.9%,50.0%,53.7%,13.2%,2.5,3.7,1.0,1.7
2019 Indian Wells R32,W vs Albot,4.2,3.4,4.8,61.8%,44.0%,75.0%,62.5%,62.7%,9.1%,21.5,20.3,1.0,1.7
2019 Australian Open R128,L vs Berdych,3.4,3.3,3.5,40.2%,38.5%,18.2%,57.1%,54.1%,22.9%,-4.5,-4.4,0.0,0.0
2018 Antwerp F,W vs Monfils,4.2,5.1,3.4,47.5%,43.5%,61.9%,57.1%,60.2%,13.3%,18.5,9.2,0.5,0.4
2018 Shanghai QF,L vs Zverev,3.1,2.9,3.3,47.9%,35.0%,44.4%,25.0%,51.2%,11.9%,1.0,1.7,-2.5,-4.9
2018 Queens Club R16,L vs Kyrgios,2.6,3.0,2.2,43.7%,58.3%,56.3%,0.0%,50.5%,32.2%,14.0,17.3,5.5,9.2
2018 Roland Garros R64,W vs Fucsovics,3.8,3.7,3.8,52.4%,65.9%,46.2%,42.9%,47.3%,7.4%,20.0,15.6,3.0,2.2
2018 Rome R16,L vs Zverev,4.0,4.5,3.6,42.6%,58.7%,35.3%,46.2%,47.5%,10.2%,10.0,7.5,-6.5,-4.7
2018 Madrid QF,L vs Shapovalov,2.7,2.8,2.7,46.0%,48.4%,53.3%,66.7%,53.3%,16.0%,7.0,6.4,-6.5,-7.7
2018 Marrakech F,L vs Andujar,4.2,4.2,4.3,42.2%,38.5%,28.6%,35.7%,52.0%,6.2%,-7.5,-7.3,-8.0,-8.8
2018 Australian Open SF,L vs Cilic,3.1,3.2,3.0,43.9%,37.0%,52.9%,50.0%,45.1%,11.4%,-2.0,-2.2,0.0,0.0
2018 Australian Open QF,W vs Dimitrov,3.9,4.2,3.6,51.0%,48.9%,56.7%,45.0%,58.9%,15.0%,5.5,2.6,-1.0,-0.8
2017 Monte Carlo R32,L vs Nadal,5.3,5.2,5.4,48.6%,45.3%,31.8%,50.0%,58.8%,13.0%,21.5,10.0,-3.0,-2.2
2017 Davis Cup World Group R1 RR,W vs Shapovalov,2.7,2.8,2.7,58.6%,36.8%,75.0%,66.7%,61.2%,17.8%,9.0,12.9,3.0,8.1
Career (31 matches),,3.8,3.9,3.7,48.0%,48.6%,50.1%,55.0%,53.9%,12.4%,8.7,7.3,-00,-0.1
