Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,160,83,77,51.9%,207-193,51.7%,2011-1964,50.6%,36-35,50.7%,158,81.6%,19.2%,8.2%,3.3%,59.3%,73.8%,51.4%,64.6%,35.5%,50.1%,1.00
Clay,56,26,30,46.4%,77-71,52.0%,724-706,50.6%,9-9,50.0%,54,77.7%,24.0%,5.0%,3.2%,59.4%,69.6%,53.1%,62.9%,37.1%,50.4%,1.00
Grass,31,12,19,38.7%,34-48,41.5%,397-426,48.2%,3-14,17.6%,30,81.6%,16.3%,7.6%,3.5%,61.9%,73.2%,51.5%,65.0%,34.4%,49.5%,0.98
Grand Slams,48,23,25,47.9%,83-84,49.7%,813-815,49.9%,8-14,36.4%,47,79.1%,21.1%,6.6%,3.3%,59.6%,71.8%,50.7%,63.3%,35.9%,49.7%,0.98
Masters,59,23,36,39.0%,61-77,44.2%,661-701,48.5%,8-14,36.4%,59,77.5%,19.5%,7.2%,3.5%,59.9%,71.1%,50.0%,62.7%,35.1%,49.1%,0.94
Other Tours,129,69,60,53.5%,157-137,53.4%,1507-1433,51.3%,29-28,50.9%,126,82.8%,19.4%,7.8%,3.2%,59.5%,73.9%,52.6%,65.3%,36.1%,50.6%,1.04
Best of 5,52,23,29,44.2%,86-96,47.3%,869-900,49.1%,9-16,36.0%,50,78.8%,20.3%,6.6%,3.4%,59.6%,71.6%,50.6%,63.1%,35.4%,49.4%,0.96
Best of 3,195,98,97,50.3%,232-216,51.8%,2263-2196,50.8%,39-42,48.1%,192,81.5%,19.7%,7.7%,3.3%,59.7%,73.2%,52.2%,64.7%,35.8%,50.3%,1.02
Finals,3,2,1,66.7%,4-3,57.1%,34-36,48.6%,2-0,100.0%,3,76.5%,17.6%,7.7%,0.0%,59.3%,72.6%,55.3%,65.6%,35.1%,49.8%,1.02
Semi-finals,10,3,7,30.0%,10-15,40.0%,120-130,48.0%,2-3,40.0%,10,80.6%,14.9%,8.6%,2.6%,60.3%,72.4%,52.6%,64.5%,33.8%,49.2%,0.95
Quarter-finals,24,10,14,41.7%,27-32,45.8%,273-295,48.1%,5-3,62.5%,23,79.6%,16.1%,6.8%,2.9%,61.0%,73.5%,51.9%,65.1%,34.3%,49.5%,0.98
vs Righties,213,101,112,47.4%,265-275,49.1%,2665-2683,49.8%,40-54,42.6%,208,80.4%,19.3%,7.5%,3.4%,59.3%,72.7%,51.5%,64.1%,35.4%,49.8%,0.99
vs Lefties,33,19,14,57.6%,50-36,58.1%,445-401,52.6%,8-4,66.7%,33,82.1%,23.0%,7.1%,2.9%,62.4%,72.4%,53.5%,65.3%,37.2%,51.4%,1.07
vs Top 10,27,2,25,7.4%,11-55,16.7%,259-390,39.9%,3-9,25.0%,27,69.5%,10.9%,5.7%,3.2%,61.2%,67.3%,46.2%,59.1%,31.0%,45.4%,0.76
