Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2023 Australian Open R128,L vs Sinner,0.0%,-,8.6%,78.6%,12.0%,20.0%,28.6%,6.2%,17.6%,0.3%,0.0%,-37,-35
2020 New York F,W vs Seppi,0.0%,-,5.3%,66.7%,16.7%,17.6%,33.3%,9.4%,44.4%,1.5%,66.7%,-15,18
2019 Cincinnati R64,L vs Medvedev,0.0%,-,12.8%,50.0%,10.4%,14.8%,0.0%,2.4%,16.7%,0.5%,0.0%,18,25
2019 Washington QF,L vs Gojowczyk,0.0%,-,4.7%,75.0%,13.3%,17.2%,0.0%,9.2%,12.5%,0.0%,-,4,52
2019 Eastbourne SF,L vs Fritz,0.0%,-,8.3%,91.7%,14.1%,15.8%,10.0%,18.9%,41.7%,0.5%,0.0%,20,32
2019 Madrid R64,L vs Fognini,0.0%,-,4.4%,50.0%,16.0%,13.2%,0.0%,8.5%,45.5%,0.0%,-,-2,-29
2019 Indian Wells R16,L vs Federer,0.0%,-,5.6%,66.7%,17.9%,35.3%,0.0%,13.5%,66.7%,0.0%,-,19,32
2019 Indian Wells R32,W vs Albot,0.0%,-,7.0%,42.9%,25.6%,24.1%,33.3%,5.4%,16.7%,0.6%,0.0%,1,40
2019 Australian Open R128,L vs Berdych,0.0%,-,3.2%,60.0%,14.4%,26.7%,0.0%,14.3%,50.0%,0.0%,-,67,38
2018 Antwerp F,W vs Monfils,0.0%,-,13.8%,65.5%,18.4%,18.3%,0.0%,6.7%,8.7%,0.0%,-,7,0
2018 Shanghai QF,L vs Zverev,0.0%,-,11.3%,75.0%,16.3%,25.0%,0.0%,15.2%,25.0%,0.0%,-,43,68
2018 Queens Club R16,L vs Kyrgios,3.0%,33.3%,7.5%,68.8%,22.7%,35.7%,10.0%,29.5%,16.7%,1.1%,0.0%,114,61
2018 Roland Garros R64,W vs Fucsovics,0.0%,-,6.7%,58.3%,21.4%,18.4%,22.2%,12.0%,27.8%,0.4%,0.0%,36,31
2018 Rome R16,L vs Zverev,0.0%,-,9.0%,81.3%,19.6%,31.4%,16.7%,4.8%,9.5%,1.3%,75.0%,17,18
2018 Madrid QF,L vs Shapovalov,0.0%,-,2.9%,100.0%,24.0%,46.7%,0.0%,4.3%,0.0%,0.0%,-,108,103
2018 Marrakech F,L vs Andujar,0.0%,-,8.1%,44.4%,10.5%,15.4%,14.3%,3.1%,12.5%,0.0%,-,31,9
2018 Australian Open SF,L vs Cilic,0.0%,-,2.1%,75.0%,11.5%,22.2%,0.0%,12.8%,38.9%,0.4%,0.0%,50,43
2018 Australian Open QF,W vs Dimitrov,0.0%,-,7.5%,83.3%,14.9%,20.0%,13.8%,6.9%,25.0%,0.3%,0.0%,4,36
2017 Monte Carlo R32,L vs Nadal,0.0%,-,17.5%,60.0%,20.5%,24.5%,19.4%,5.9%,8.3%,0.5%,0.0%,31,-2
2017 Davis Cup World Group R1 RR,W vs Shapovalov,0.0%,-,3.4%,100.0%,18.3%,26.3%,18.2%,15.8%,33.3%,0.0%,-,-9,10
Career (31 matches),,0.1%,33.3%,7.8%,70.5%,17.2%,23.0%,14.8%,9.0%,23.7%,0.4%,26.9%,17,19
