Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2023 Australian Open R128,L vs Sinner,25% (3/12),33% (1/3),0/7,75% (9/12),22% (2/9),0/1,0/0,1/1,0/0,0/0
2022 US Open R128,L vs Ruud,33% (5/15),40% (2/5),0/6,71% (10/14),40% (4/10),0/2,0/0,1/1,0/0,0/0
2020 US Open R64,L vs Djokovic,15% (3/20),67% (2/3),2/6,37% (7/19),14% (1/7),1/2,0/0,3/3,0/0,1/1
2020 US Open R128,W vs Bublik,42% (8/19),75% (6/8),1/3,21% (4/19),25% (1/4),3/3,0/0,0/0,0/0,0/0
2020 New York F,W vs Seppi,44% (4/9),75% (3/4),0/0,0% (0/10),- (0/0),2/2,1/1,0/0,1/1,0/0
2020 Australian Open R128,L vs Lajovic,18% (3/17),67% (2/3),1/3,31% (5/16),40% (2/5),2/2,0/1,0/0,0/0,0/0
2019 US Open R128,L vs Andujar,35% (9/26),67% (6/9),2/7,30% (8/27),13% (1/8),4/5,1/1,2/2,0/0,0/0
2019 Cincinnati R64,L vs Medvedev,20% (2/10),100% (2/2),0/5,50% (5/10),0% (0/5),1/2,0/1,0/0,0/0,0/0
2019 Canada R64,W vs Kyrgios,33% (3/9),67% (2/3),0/0,0% (0/10),- (0/0),2/2,2/2,0/0,1/1,0/0
2019 Washington QF,L vs Gojowczyk,36% (5/14),20% (1/5),0/2,21% (3/14),0% (0/3),1/1,1/1,1/2,0/0,1/1
2019 Washington R16,W vs Tsonga,33% (6/18),67% (4/6),0/1,22% (4/18),50% (2/4),2/2,2/2,5/5,1/1,0/0
2019 Washington R32,W vs Harris,50% (4/8),75% (3/4),0/0,11% (1/9),100% (1/1),3/3,2/2,0/0,1/1,0/0
2019 Wimbledon R64,L vs Verdasco,23% (6/26),100% (6/6),2/6,32% (8/25),25% (2/8),3/4,0/0,1/1,0/0,1/1
2019 Wimbledon R128,W vs Munar,53% (8/15),63% (5/8),1/2,27% (4/15),50% (2/4),5/5,3/4,0/0,1/2,0/0
2019 Eastbourne SF,L vs Fritz,36% (4/11),0% (0/4),0/1,10% (1/10),0% (0/1),0/0,0/0,1/1,0/0,1/1
2019 Eastbourne R16,W vs Norrie,50% (4/8),100% (4/4),0/0,11% (1/9),0% (0/1),2/2,0/0,0/0,0/0,0/0
2019 Queen's Club R32,L vs Tsitsipas,20% (2/10),0% (0/2),0/1,27% (3/11),0% (0/3),0/0,0/0,1/3,0/0,1/2
2019 Roland Garros R128,W vs Chardy,25% (7/28),86% (6/7),0/6,29% (8/28),25% (2/8),3/4,0/0,4/4,0/0,0/0
2019 Roland Garros R128,W vs Chardy,25% (7/28),86% (6/7),0/6,29% (8/28),25% (2/8),3/4,0/0,4/4,0/0,0/0
2019 Rome R64,L vs Verdasco,29% (4/14),75% (3/4),1/5,36% (5/14),0% (0/5),2/2,0/0,1/1,0/0,1/1
2023 (1 matches),,25.0%,33.3%,0.0%,75.0%,22.2%,0.0%,-,100.0%,-,-
2022 (1 matches),,33.3%,40.0%,0.0%,71.4%,40.0%,0.0%,-,100.0%,-,-
2020 (4 matches),,27.7%,72.2%,33.3%,25.0%,25.0%,88.9%,50.0%,100.0%,100.0%,100.0%
2019 (32 matches),,33.1%,68.1%,15.7%,25.5%,24.8%,88.6%,84.6%,82.9%,83.3%,63.6%
2018 (56 matches),,33.3%,64.9%,19.4%,28.3%,44.7%,83.5%,89.2%,76.1%,89.3%,65.0%
Career (295 matches),,34.5%,68.2%,20.5%,30.3%,36.0%,84.9%,83.4%,74.6%,85.0%,63.9%
