Match,Result,Avg Speed,1st Avg,1st StDev,1st T Avg,1st Wide Avg,Max 1st,Min 1st,2nd Avg,2nd StDev,2nd T Avg,2nd Wide Avg,Max 2nd,Min 2nd
2022 US Open R128,L vs Ruud,103.6,111.0,8.9,113.4,106.2,125,95,95.9,4.6,98.6,,103,86
2020 US Open R64,L vs Djokovic,107.2,115.0,5.6,118.1,114.7,125,100,94.7,4.0,85.0,94.0,103,83
2020 US Open R128,W vs Bublik,106.2,113.7,7.8,117.3,108.9,126,89,90.6,5.2,,90.3,100,78
2019 US Open R128,L vs Andujar,104.8,113.7,7.1,117.7,110.6,125,89,91.9,5.4,95.2,90.3,106,82
2019 Wimbledon R64,L vs Verdasco,108.9,114.3,5.6,117.2,110.8,125,99,97.4,4.4,96.0,97.5,106,88
2019 Wimbledon R128,W vs Munar,109.5,115.5,7.1,118.1,110.4,127,84,94.9,5.7,95.0,,104,77
2019 Roland Garros R64,L vs Cuevas,99.4,106.9,9.7,,,121,84,87.2,6.1,,,96,76
2019 Roland Garros R128,W vs Chardy,105.4,112.5,8.9,,,126,81,90.5,6.6,,,105,72
2018 US Open R128,L vs Lorenzi,102.1,110.5,6.9,115.3,107.3,127,98,93.0,4.7,96.4,94.1,106,81
2018 Wimbledon R32,L vs Djokovic,110.4,117.7,6.4,121.1,113.8,131,103,98.4,5.2,103.3,98.0,109,87
2018 Wimbledon R64,W vs Klahn,112.6,119.4,8.0,124.5,113.9,130,103,102.4,4.9,103.5,100.1,112,95
2018 Wimbledon R128,W vs Bolt,111.9,117.3,6.9,120.3,112.9,131,106,99.5,6.1,97.3,105.0,108,87
2017 US Open R32,L vs Shapovalov,101.5,109.0,8.3,114.2,105.0,124,90,88.0,4.4,88.2,85.7,97,80
2017 US Open R64,W vs Johnson,98.0,107.5,11.4,112.4,100.2,122,78,81.6,4.3,84.9,83.0,92,72
2017 US Open R128,W vs Haase,102.2,109.6,10.7,115.7,104.4,125,79,84.9,6.2,86.6,95.0,98,76
2017 Wimbledon R64,L vs Monfils,108.6,115.3,6.2,117.8,111.5,127,103,97.0,4.4,98.3,95.0,107,88
2017 Wimbledon R128,W vs Ward,106.4,114.6,8.2,119.5,109.5,128,95,97.6,5.2,100.3,100.8,108,86
2017 Roland Garros R32,L vs Anderson,106.0,115.0,7.4,,,128,92,94.0,6.0,,,110,82
2017 Roland Garros R64,W vs Olivo,104.3,114.3,9.5,,,126,83,86.6,7.7,,,100,72
2017 Roland Garros R128,W vs Elias,104.5,115.4,8.2,,,125,82,86.3,9.1,,,115,75
Career (31 matches),,104.8,113.2,8.4,117.1,109.1,131,72,90.9,5.7,94.2,94.3,122,69
