Match,Result,Unret%,<=3 W%,RiP W%,1st: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2ndAgg
2016 ITF Cairns R16,L vs Cabrera,30.7%,40.0%,37.8%,30.6%,47.2%,44.0%,26.3%,58.8%,50.0%,37.5%,40.6%,30.0%,7.7%,52.6%,66.7%,113
Career (1 matches),,30.7%,40.0%,37.8%,30.6%,47.2%,44.0%,26.3%,58.8%,50.0%,37.5%,40.6%,30.0%,7.7%,52.6%,66.7%,113
