Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2013,9,6,3,66.7%,12-6,66.7%,101-75,57.4%,1-3,25.0%,0,,,,,,,,,,,,F (Marseille 100K)
2010,4,3,1,75.0%,6-2,75.0%,40-31,56.3%,1-0,100.0%,0,,,,,,,,,,,,SF (Dubai 75K)
2004,5,5,0,100.0%,9-1,90.0%,59-27,68.6%,0-0,-,0,,,,,,,,,,,,W (Marseille 50K)
2003,28,22,6,78.6%,45-14,76.3%,325-212,60.5%,3-2,60.0%,0,,,,,,,,,,,,W (2x)
2002,5,2,3,40.0%,5-5,50.0%,49-43,53.3%,0-1,0.0%,0,,,,,,,,,,,,QF (Biella 50K)
2001,6,5,1,83.3%,10-4,71.4%,78-52,60.0%,0-1,0.0%,0,,,,,,,,,,,,W (Girona 50K)
2000,39,30,9,76.9%,62-28,68.9%,469-343,57.8%,5-2,71.4%,0,,,,,,,,,,,,W (Denain 50K)
1999,21,14,7,66.7%,27-13,67.5%,206-136,60.2%,2-3,40.0%,0,,,,,,,,,,,,W (Pontevedra 10K)
1998,10,6,4,60.0%,14-9,60.9%,107-90,54.3%,0-0,-,0,,,,,,,,,,,,QF (2x)
1997,5,2,3,40.0%,4-6,40.0%,34-47,42.0%,1-0,100.0%,0,,,,,,,,,,,,QF (Ceuta 10K)
Career,132,95,37,72.0%,194-88,68.8%,1468-1056,58.2%,13-12,52.0%,0,,,,,,,,,,,,
