Match,Result,Winners,UFEs,Ratio,Wnr/Pt,UFE/Pt,RallyWinners,RallyUFEs,RallyRatio,Rally Wnr/Pt,Rally UFE/Pt,FH Wnr/Pt,BH Wnr/Pt,vs Ratio,vs Wnr/Pt,vs UFE/Pt
2013 US Open R128,L vs Mladenovic,21,29,0.7,12.1%,16.7%,20,27,0.7,12.3%,16.7%,,,1.2,28.2%,23.6%
2013 Roland Garros R128,L vs Li,12,21,0.6,9.5%,16.7%,12,21,0.6,9.8%,17.1%,,,0.7,20.6%,29.4%
2013 Australian Open R128,L vs Bartoli,14,27,0.5,10.9%,21.1%,13,26,0.5,11.9%,23.9%,,,0.9,20.3%,22.7%
2012 Wimbledon R64,L vs Cepelova,22,38,0.6,8.6%,14.8%,21,29,0.7,8.8%,12.1%,,,0.9,12.5%,14.4%
2012 Roland Garros R32,L vs Martic,11,22,0.5,10.6%,21.2%,10,22,0.5,10.2%,22.4%,,,0.9,16.3%,17.3%
2012 Roland Garros R64,W vs Pavlovic,13,15,0.9,12.0%,13.9%,13,14,0.9,12.4%,13.3%,,,1.0,17.6%,18.5%
2012 Roland Garros R128,W vs Robson,14,5,2.8,14.3%,5.1%,10,4,2.5,11.2%,4.5%,,,1.2,21.4%,17.3%
2012 Australian Open R32,L vs Li,1,6,0.2,3.7%,22.2%,1,6,0.2,3.7%,22.2%,,,2.7,29.6%,11.1%
2012 Australian Open R64,W vs Govortsova,16,7,2.3,19.3%,8.4%,15,7,2.1,19.5%,9.1%,,,0.5,10.8%,22.9%
2011 US Open R32,L vs Zvonareva,17,27,0.6,11.5%,18.2%,15,25,0.6,11.0%,18.4%,5.1%,5.9%,0.7,16.9%,23.6%
2011 US Open R64,W vs Robson,9,6,1.5,8.5%,5.7%,6,5,1.2,6.1%,5.1%,1.0%,5.1%,0.6,18.9%,30.2%
2011 Roland Garros R64,L vs Gajdosova,11,13,0.8,7.6%,9.0%,10,12,0.8,7.3%,8.8%,5.1%,2.2%,1.0,22.2%,22.2%
Career (12 matches),,161,216,0.7,10.7%,14.4%,146,198,0.7,10.4%,14.1%,1.1%,1.1%,0.9,18.9%,21.3%
