Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,279,128,151,45.9%,295-325,47.6%,2762-2892,48.9%,24-23,51.1%,154,-,-,1.9%,2.4%,64.7%,60.6%,45.3%,55.2%,44.2%,49.6%,0.99
Clay,280,172,108,61.4%,381-259,59.5%,3198-2709,54.1%,29-28,50.9%,148,-,-,1.5%,1.6%,65.1%,60.2%,49.4%,56.4%,47.5%,51.9%,1.09
Grass,36,15,21,41.7%,40-46,46.5%,404-415,49.3%,4-6,40.0%,22,-,-,2.6%,3.3%,66.3%,63.6%,48.5%,58.5%,41.6%,49.8%,1.00
Carpet,13,2,11,15.4%,9-23,28.1%,118-170,41.0%,0-0,-,7,-,-,1.9%,3.2%,62.6%,57.7%,44.3%,52.7%,42.8%,47.8%,0.91
Grand Slams,90,43,47,47.8%,100-103,49.3%,919-945,49.3%,7-7,50.0%,63,-,-,2.0%,2.2%,67.0%,61.7%,47.4%,57.0%,44.5%,50.5%,1.03
Premiers,157,64,93,40.8%,149-198,42.9%,1551-1686,47.9%,8-18,30.8%,100,-,-,1.5%,2.1%,63.8%,59.1%,46.7%,54.6%,44.6%,49.5%,0.98
Internationals,259,157,102,60.6%,352-237,59.8%,2915-2471,54.1%,31-23,57.4%,131,-,-,1.8%,2.2%,65.0%,60.9%,48.2%,56.5%,47.2%,51.8%,1.09
Finals,18,11,7,61.1%,22-17,56.4%,185-171,52.0%,1-3,25.0%,7,-,-,1.5%,1.3%,68.0%,59.7%,48.6%,56.2%,51.0%,53.5%,1.16
Semi-finals,33,17,16,51.5%,38-38,50.0%,334-353,48.6%,1-3,25.0%,14,-,-,1.0%,2.3%,67.8%,56.4%,49.7%,54.2%,44.7%,49.6%,0.98
Quarter-finals,52,33,19,63.5%,66-50,56.9%,574-512,52.9%,7-7,50.0%,22,-,-,1.4%,2.6%,63.1%,58.7%,46.3%,54.1%,45.9%,50.0%,1.00
vs Righties,542,273,269,50.4%,631-605,51.1%,5747-5649,50.4%,51-52,49.5%,295,-,-,1.7%,2.2%,64.8%,60.2%,47.0%,55.6%,45.4%,50.4%,1.02
vs Lefties,60,39,21,65.0%,84-46,64.6%,670-513,56.6%,6-5,54.5%,33,-,-,1.8%,2.0%,66.8%,64.1%,50.3%,59.5%,45.4%,52.5%,1.12
vs Top 10,50,5,45,10.0%,21-84,20.0%,374-589,38.8%,1-6,14.3%,31,-,-,1.3%,1.7%,63.5%,55.1%,43.2%,50.7%,39.6%,45.1%,0.80
