Date,Tournament,Surface,Rd,Rk,vRk,,Score,DR,A%,DF%,1stIn,1st%,2nd%,BPSvd,Time
31-Oct-2011,Tournament of Champions,Hard,F,28,26,(WC) Ana Ivanovic [SRB] d. Medina Garrigues,6-3 6-0,,,,,,,,
11-Jul-2011,Palermo,Clay,F,39,37,(5) Medina Garrigues d. (7) Polona Hercog [SLO],6-3 6-2,1.38,2.2%,2.2%,73.9%,61.8%,50.0%,1/3,
25-Apr-2011,Estoril,Clay,F,61,71,Medina Garrigues d. Kristina Barrois [GER],6-1 6-2,1.93,0.0%,0.0%,62.8%,74.1%,56.3%,2/3,
21-Sep-2009,Seoul,Hard,F,23,155,Kimiko Date Krumm [JPN] d. (2) Medina Garrigues,6-3 6-3,,,,,,,,
27-Apr-2009,Fes,Clay,F,18,51,(1) Medina Garrigues d. (6) Kate Makarova [RUS],6-0 6-1,2.46,0.0%,2.9%,82.9%,69.0%,83.3%,0/1,
19-May-2008,Strasbourg,Clay,F,33,30,Medina Garrigues d. Katarina Srebotnik [SLO],4-6 7-6(4) 6-0,1.25,1.1%,0.0%,73.1%,61.8%,52.0%,9/14,
21-May-2007,Strasbourg,Clay,F,27,5,(6) Medina Garrigues d. (1) Amelie Mauresmo [FRA],6-4 4-6 6-4,1.02,1.1%,0.0%,62.8%,61.0%,48.6%,6/11,
25-Sep-2006,Guangzhou,Hard,F,31,26,(3) Anna Chakvetadze [RUS] d. (4) Medina Garrigues,6-1 6-4,,,,,,,,
16-May-2005,Strasbourg,Clay,F,42,63,Medina Garrigues d. Marta Domachowska [POL],6-4 6-3,,,,,,,,
17-Feb-2003,Bogota,Clay,F,528,73,(4) Fabiola Zuluaga [COL] d. Medina Garrigues,6-3 6-2,,,,,,,,
