Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2026,14,7,7,50.0%,17-18,48.6%,162-164,49.7%,1-1,50.0%,14,60.2%,39.3%,2.3%,8.2%,65.4%,60.9%,41.7%,54.3%,45.5%,49.7%,1.00,SF (W50 Maanshan)
2025,50,26,24,52.0%,60-55,52.2%,546-532,50.6%,5-7,41.7%,48,60.4%,41.5%,2.0%,8.5%,63.6%,62.3%,41.6%,54.7%,46.9%,50.7%,1.04,SF (3x)
2024,53,31,22,58.5%,74-57,56.5%,623-551,53.1%,5-6,45.5%,3,41.7%,48.6%,0.4%,10.8%,61.6%,54.5%,34.4%,46.8%,49.5%,48.2%,0.93,W (W75 Florianopolis)
2023,57,35,22,61.4%,75-53,58.6%,627-559,52.9%,7-5,58.3%,16,56.0%,40.9%,2.5%,8.1%,63.1%,59.5%,41.7%,52.9%,46.5%,49.7%,0.99,F (4x)
2022,38,28,10,73.7%,56-28,66.7%,432-321,57.4%,5-4,55.6%,1,50.0%,36.4%,0.0%,5.6%,69.0%,51.0%,50.0%,50.7%,46.1%,48.3%,0.93,W (2x)
2021,23,15,8,65.2%,33-19,63.5%,261-225,53.7%,3-2,60.0%,0,,,,,,,,,,,,W (W25 Santarem)
2020,9,6,3,66.7%,14-7,66.7%,107-82,56.6%,1-1,50.0%,0,,,,,,,,,,,,SF (W25 Frydek Mistek)
2019,28,15,13,53.6%,28-29,49.1%,265-268,49.7%,3-5,37.5%,0,,,,,,,,,,,,QF (5x)
2018,60,44,16,73.3%,89-44,66.9%,706-541,56.6%,7-3,70.0%,0,,,,,,,,,,,,W (3x)
2017,47,32,15,68.1%,71-31,69.6%,552-393,58.4%,6-7,46.2%,0,,,,,,,,,,,,W (2x)
2016,42,29,13,69.0%,60-30,66.7%,463-321,59.1%,6-2,75.0%,0,,,,,,,,,,,,W (3x)
2015,23,18,5,78.3%,37-15,71.2%,271-204,57.1%,2-1,66.7%,0,,,,,,,,,,,,W (2x)
2014,16,6,10,37.5%,16-21,43.2%,165-175,48.5%,0-4,0.0%,0,,,,,,,,,,,,QF (Sharm El Sheikh 10K)
2013,6,2,4,33.3%,3-9,25.0%,43-67,39.1%,1-0,100.0%,0,,,,,,,,,,,,QF (Rethymno 10K)
Career,466,294,172,63.1%,633-416,60.3%,5223-4403,54.3%,52-48,52.0%,82,58.6%,41.2%,2.1%,8.5%,63.8%,61.0%,41.4%,53.9%,46.7%,50.2%,1.01,
