Mtgs,Opponent,W,L,Win%,TB,W,L,TB%,First,Last,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
5,Kathinka Von Deichmann [LIE],3,2,60.0%,2,1,1,50.0%,2019,2026,1,0.82,1.0%,3.9%,70.6%,61.1%,40.0%,54.9%,37.1%,63.6%,25.0%
5,Lucrezia Stefanini [ITA],1,4,20.0%,2,1,1,50.0%,2017,2025,2,0.87,0.6%,8.2%,64.1%,50.5%,31.1%,43.5%,48.9%,48.4%,35.3%
5,Lina Gjorcheska [MKD],2,3,40.0%,1,1,0,100.0%,2014,2025,2,0.85,3.0%,9.1%,63.6%,60.7%,31.3%,50.0%,42.3%,31.3%,43.8%
5,Simona Waltert [SUI],1,4,20.0%,1,0,1,0.0%,2018,2025,2,0.94,1.1%,3.9%,65.2%,63.8%,37.1%,54.5%,42.9%,47.4%,36.4%
5,Despina Papamichail [GRE],2,3,40.0%,2,1,1,50.0%,2014,2025,3,1.14,0.0%,6.7%,67.8%,66.7%,39.0%,57.7%,48.1%,47.8%,45.5%
5,Tena Lukas [CRO],3,2,60.0%,0,0,0,-,2017,2021,0,,,,,,,,,,
4,Selena Janicijevic [FRA],3,1,75.0%,1,0,1,0.0%,2022,2025,1,1.26,0.0%,14.3%,55.6%,60.0%,53.6%,57.1%,54.1%,70.0%,37.5%
4,Katharina Hobgarski [GER],2,2,50.0%,1,1,0,100.0%,2018,2025,1,1.24,0.0%,17.1%,60.0%,81.0%,42.9%,65.7%,42.4%,66.7%,100.0%
4,Harmony Tan [FRA],1,3,25.0%,2,0,2,0.0%,2021,2025,1,0.65,0.0%,8.5%,68.1%,50.0%,46.7%,48.9%,33.3%,33.3%,33.3%
4,Miriam Bianca Bulgaru [ROU],3,1,75.0%,3,1,2,33.3%,2018,2024,2,1.01,0.9%,5.9%,67.0%,59.5%,35.6%,51.6%,48.9%,51.9%,35.7%
4,Gabriela Ce [BRA],4,0,100.0%,1,1,0,100.0%,2023,2024,0,,,,,,,,,,
4,Kamilla Rakhimova [RUS],0,4,0.0%,2,0,2,0.0%,2022,2023,3,0.72,2.4%,7.1%,61.4%,57.4%,33.3%,48.1%,37.6%,46.4%,46.7%
4,Nadia Podoroska [ARG],1,3,25.0%,0,0,0,-,2016,2023,0,,,,,,,,,,
4,Sarah Beth Grey [GBR],2,2,50.0%,3,1,2,33.3%,2013,2021,0,,,,,,,,,,
4,Dalma Galfi [HUN],2,2,50.0%,0,0,0,-,2016,2018,0,,,,,,,,,,
