Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2020,3,1,2,33.3%,2-5,28.6%,34-37,47.9%,1-1,50.0%,3,44.1%,51.4%,0.0%,2.4%,72.2%,53.6%,35.6%,48.6%,51.9%,50.4%,1.01,
2019,4,4,0,100.0%,8-0,100.0%,48-11,81.4%,0-0,-,0,,,,,,,,,,,,
2018,5,1,4,20.0%,3-9,25.0%,42-65,39.3%,0-1,0.0%,5,41.5%,35.8%,0.8%,1.0%,76.1%,47.2%,47.3%,47.2%,44.3%,45.8%,0.84,
2017,4,2,2,50.0%,5-4,55.6%,42-40,51.2%,1-0,100.0%,4,56.1%,45.0%,0.4%,5.7%,65.6%,57.6%,41.1%,51.9%,48.3%,50.0%,1.01,
2016,4,4,0,100.0%,8-0,100.0%,48-13,78.7%,0-0,-,0,,,,,,,,,,,,
2015,1,0,1,0.0%,1-2,33.3%,14-18,43.8%,1-0,100.0%,1,43.8%,40.0%,0.0%,3.2%,77.0%,46.4%,55.2%,48.4%,47.5%,48.0%,0.92,R32 (Florianopolis)
2014,3,1,2,33.3%,2-4,33.3%,29-26,52.7%,0-1,0.0%,0,,,,,,,,,,,,
2013,5,2,3,40.0%,4-7,36.4%,44-52,45.8%,0-0,-,2,-,-,0.7%,5.6%,64.8%,62.0%,38.0%,53.5%,50.4%,52.1%,1.08,R16 (Bastad)
2012,4,2,2,50.0%,4-4,50.0%,32-38,45.7%,0-0,-,0,,,,,,,,,,,,
2011,4,4,0,100.0%,8-0,100.0%,48-14,77.4%,0-0,-,0,,,,,,,,,,,,
Career,37,21,16,56.8%,45-35,56.3%,381-314,54.8%,3-3,50.0%,15,46.5%,42.7%,0.4%,3.2%,71.6%,52.2%,42.6%,49.5%,48.0%,48.8%,0.95,
