Mtgs,Opponent,W,L,Win%,TB,W,L,TB%,First,Last,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
8,Olga Saez Larra [ESP],5,3,62.5%,2,2,0,100.0%,2013,2018,0,,,,,,,,,,
7,Veronica Cepede Royg [PAR],1,6,14.3%,0,0,0,-,2011,2020,2,0.86,0.0%,5.0%,65.3%,55.7%,31.0%,47.1%,45.7%,20.0%,36.0%
6,Amanda Carreras [GBR],4,2,66.7%,4,2,2,50.0%,2010,2022,0,,,,,,,,,,
6,Isabelle Wallace [AUS],4,2,66.7%,0,0,0,-,2014,2018,0,,,,,,,,,,
6,Estrella Cabeza Candela [ESP],1,5,16.7%,2,0,2,0.0%,2011,2017,0,,,,,,,,,,
5,Laura Pigossi [BRA],4,1,80.0%,0,0,0,-,2016,2023,1,0.81,0.0%,1.9%,85.6%,51.7%,13.3%,46.2%,43.8%,50.0%,57.1%
5,Daniela Seguel [CHI],2,3,40.0%,1,1,0,100.0%,2013,2020,1,1.21,0.0%,0.0%,77.8%,58.6%,40.0%,54.4%,55.3%,46.2%,50.0%
4,Ioana Loredana Rosca [ROU],2,2,50.0%,2,0,2,0.0%,2016,2022,1,1.35,0.0%,0.0%,80.3%,61.2%,58.3%,60.7%,53.0%,66.7%,71.4%
4,Gabriela Ce [BRA],4,0,100.0%,1,1,0,100.0%,2012,2022,0,,,,,,,,,,
4,Maria Lourdes Carle [ARG],1,3,25.0%,0,0,0,-,2021,2021,0,,,,,,,,,,
4,Beatriz Haddad Maia [BRA],0,4,0.0%,2,0,2,0.0%,2011,2021,2,0.77,0.7%,2.2%,73.4%,53.9%,37.8%,49.6%,38.8%,33.3%,55.6%
4,Renata Zarazua [MEX],2,2,50.0%,0,0,0,-,2017,2018,2,0.98,0.0%,3.5%,70.1%,50.5%,41.9%,47.9%,50.8%,45.0%,52.6%
4,Fernanda Brito [CHI],1,3,25.0%,0,0,0,-,2012,2018,1,0.78,1.5%,1.5%,69.2%,48.9%,40.0%,46.2%,42.2%,53.8%,60.0%
4,Anastasia Grymalska [ITA],4,0,100.0%,1,0,1,0.0%,2010,2017,0,,,,,,,,,,
4,Teliana Pereira [BRA],0,4,0.0%,3,1,2,33.3%,2012,2017,0,,,,,,,,,,
