Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,2,1,1,50.0%,3-2,60.0%,23-23,50.0%,1-0,100.0%,0,,,,,,,,,,,
Clay,7,2,5,28.6%,7-10,41.2%,70-82,46.1%,0-1,0.0%,2,51.9%,30.8%,0.0%,2.6%,84.1%,54.9%,32.3%,51.3%,41.6%,46.8%,0.85
vs Righties,7,2,5,28.6%,8-10,44.4%,71-83,46.1%,0-0,-,2,51.9%,30.8%,0.0%,2.6%,84.1%,54.9%,32.3%,51.3%,41.6%,46.8%,0.85
vs Lefties,1,0,1,0.0%,0-2,0.0%,9-13,40.9%,0-1,0.0%,0,,,,,,,,,,,
