Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2019,22,6,16,27.3%,19-35,35.2%,255-289,46.9%,4-8,33.3%,22,77.2%,16.8%,9.6%,1.8%,61.7%,69.7%,49.3%,61.9%,34.4%,48.5%,0.90,R16 (3x)
2018,26,17,9,65.4%,38-24,61.3%,319-276,53.6%,6-5,54.5%,26,83.8%,23.8%,8.5%,2.2%,61.3%,71.4%,51.8%,63.8%,38.1%,50.9%,1.05,W (Scheveningen)
2017,6,4,2,66.7%,9-3,75.0%,68-55,55.3%,2-1,66.7%,6,89.1%,19.0%,9.8%,2.4%,55.5%,82.8%,52.2%,69.2%,36.6%,52.6%,1.19,SF (Scheveningen)
2016,11,4,7,36.4%,11-16,40.7%,119-147,44.7%,3-1,75.0%,11,72.9%,16.5%,9.2%,2.3%,59.4%,72.6%,41.9%,60.1%,36.3%,47.9%,0.91,SF (Alphen aan den Rijn)
2015,42,29,13,69.0%,66-35,65.3%,530-426,55.4%,8-5,61.5%,42,83.1%,27.6%,10.7%,2.2%,60.0%,75.9%,51.6%,66.2%,39.9%,52.6%,1.18,W (2x)
2014,18,11,7,61.1%,22-17,56.4%,191-174,52.3%,4-1,80.0%,17,81.3%,21.5%,9.4%,3.2%,56.4%,75.2%,49.6%,64.0%,37.0%,50.5%,1.03,W (Santiago)
2013,20,11,9,55.0%,26-20,56.5%,239-223,51.7%,4-6,40.0%,20,83.0%,21.5%,11.2%,2.6%,61.4%,74.4%,50.3%,65.1%,36.7%,50.9%,1.05,F (Santiago)
2012,34,25,9,73.5%,55-28,66.3%,449-364,55.2%,9-6,60.0%,32,83.8%,26.1%,8.9%,2.3%,58.5%,74.2%,52.1%,65.1%,39.1%,52.0%,1.12,W (3x)
2011,12,6,6,50.0%,13-14,48.1%,129-136,48.7%,2-3,40.0%,12,74.0%,24.8%,8.9%,2.1%,62.6%,69.8%,47.2%,61.3%,37.7%,49.3%,0.98,QF (3x)
2009,48,35,13,72.9%,76-37,67.3%,604-450,57.3%,4-8,33.3%,0,,,,,,,,,,,,W (4x)
2008,16,9,7,56.3%,23-19,54.8%,202-195,50.9%,2-2,50.0%,0,,,,,,,,,,,,SF (Scheveningen)
2007,8,4,4,50.0%,8-9,47.1%,80-85,48.5%,1-2,33.3%,0,,,,,,,,,,,,QF (Alphen aan den Rijn)
2006,3,1,2,33.3%,4-4,50.0%,34-34,50.0%,0-0,-,0,,,,,,,,,,,,R16 (Como)
Career,266,162,104,60.9%,370-261,58.6%,3219-2854,53.0%,49-48,50.5%,188,81.4%,23.2%,9.6%,2.3%,59.9%,73.5%,50.3%,64.2%,37.8%,50.9%,1.06,
