Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2019 Barletta CH R64,L vs Coria,0.0%,-,17.3%,51.7%,6.7%,7.7%,0.0%,5.4%,7.7%,3.8%,30.8%,-20,-26
2019 Bangkok CH R32,W vs Li,10.4%,75.0%,7.7%,57.1%,18.8%,25.0%,0.0%,23.6%,37.5%,2.7%,16.7%,116,117
2016 Rotterdam R32,L vs Coric,22.4%,72.7%,18.8%,68.3%,8.5%,13.9%,0.0%,5.5%,11.1%,2.2%,28.6%,-27,9
2014 Miami R32,L vs Federer,4.8%,33.3%,13.5%,40.0%,7.7%,7.1%,0.0%,4.3%,0.0%,4.0%,50.0%,76,62
2013 Rotterdam R16,L vs Federer,6.0%,100.0%,14.2%,75.0%,15.6%,13.3%,33.3%,10.7%,0.0%,3.3%,50.0%,28,29
Career (5 matches),,9.9%,72.2%,14.5%,60.0%,10.2%,12.3%,10.0%,9.6%,17.0%,3.1%,32.4%,20,30
