Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,86,34,52,39.5%,89-129,40.8%,1030-1135,47.6%,21-25,45.7%,76,77.9%,16.7%,11.3%,2.5%,59.2%,72.6%,49.4%,63.1%,34.0%,48.6%,0.92
Clay,60,29,31,48.3%,79-86,47.9%,811-857,48.6%,17-12,58.6%,46,77.9%,17.2%,7.8%,2.1%,59.2%,71.2%,49.7%,62.4%,35.0%,48.9%,0.93
Grass,18,7,11,38.9%,18-28,39.1%,234-264,47.0%,7-9,43.8%,17,83.6%,11.5%,11.6%,2.2%,64.6%,75.4%,48.3%,65.8%,30.0%,48.1%,0.88
Grand Slams,19,6,13,31.6%,26-44,37.1%,338-391,46.4%,8-7,53.3%,19,80.2%,13.2%,11.3%,2.3%,61.7%,74.3%,50.0%,65.0%,31.0%,48.3%,0.89
Masters,26,11,15,42.3%,24-33,42.1%,265-298,47.1%,4-5,44.4%,26,79.9%,14.6%,11.1%,2.6%,58.8%,72.3%,52.2%,64.0%,34.2%,48.9%,0.95
Other Tours,89,37,52,41.6%,88-116,43.1%,984-1073,47.8%,23-26,46.9%,88,78.4%,17.5%,9.4%,2.2%,59.5%,72.0%,49.3%,62.8%,34.5%,48.8%,0.93
Best of 5,43,17,26,39.5%,63-91,40.9%,745-820,47.6%,13-15,46.4%,24,77.9%,13.9%,11.0%,2.3%,61.2%,73.6%,47.8%,63.6%,31.7%,47.9%,0.87
Best of 3,121,53,68,43.8%,123-152,44.7%,1330-1436,48.1%,32-31,50.8%,115,78.9%,17.0%,9.8%,2.3%,59.5%,72.1%,49.9%,63.1%,34.5%,48.9%,0.93
Semi-finals,3,0,3,0.0%,0-6,0.0%,20-37,35.1%,0-0,-,3,59.3%,13.3%,8.0%,3.2%,54.0%,63.4%,41.9%,53.5%,29.8%,42.3%,0.64
Quarter-finals,6,3,3,50.0%,6-7,46.2%,63-68,48.1%,0-0,-,6,73.8%,22.7%,9.8%,1.2%,58.8%,69.3%,46.2%,59.8%,38.6%,48.9%,0.96
vs Righties,144,59,85,41.0%,156-218,41.7%,1794-1981,47.5%,36-43,45.6%,121,78.4%,16.0%,10.2%,2.3%,59.3%,72.5%,49.3%,63.0%,33.6%,48.4%,0.91
vs Lefties,18,9,9,50.0%,26-24,52.0%,252-249,50.3%,7-3,70.0%,16,79.8%,17.6%,9.9%,2.0%,63.7%,72.5%,49.1%,64.0%,35.0%,49.9%,0.97
vs Top 10,27,3,24,11.1%,14-59,19.2%,287-431,40.0%,6-5,54.5%,21,71.3%,7.5%,9.6%,2.1%,59.7%,68.3%,48.0%,60.2%,28.9%,45.0%,0.73
