Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
2024,,,,,,,,,,,1000,33,,
2023,689,42,,,,,,,,,,,,
2021,1755,2,,,,,,,,,,,,
2020,684,31,,,,,,,,,332,158,,
2019,511,55,289,1448,252,1437,228,1454,203,1418,300,173,,
2018,242,199,150,1611,159,1542,102,1620,,,451,45,,
2017,372,114,,,,,,,,,1453,6,,
2016,257,201,179,1562,156,1549,145,1548,159,1488,325,205,,
2015,99,587,102,1691,73,1679,95,1638,99,1578,228,307,,
2014,144,375,140,1619,129,1591,123,1591,120,1544,692,62,,
2013,146,384,118,1654,116,1601,95,1638,117,1551,117,611,,
2012,124,457,107,1683,112,1609,80,1683,,,402,146,,
2011,223,216,111,1673,108,1620,78,1672,,,339,170,,
2010,43,975,61,1781,75,1685,34,1812,52,1656,335,180,,
2009,96,541,76,1740,126,1587,56,1741,59,1641,382,141,,
2008,249,154,185,1564,202,1475,152,1553,,,843,32,,
2007,444,68,252,1480,202,1477,214,1464,178,1453,244,237,,
2006,464,61,,,,,,,,,813,32,,
2005,1112,5,,,,,,,,,1430,5,,
