Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,7,Hard,13,6,7,46.2%,5,4,1,80.0%,2010,2016,R128,13,0.93,10.1%,1.5%,63.6%,71.0%,48.9%,63.0%,34.5%,62.8%,30.8%
Roland Garros,8,Clay,13,5,8,38.5%,6,4,2,66.7%,2009,2019,R32,11,0.94,8.4%,1.5%,59.7%,74.1%,54.2%,66.0%,31.8%,61.0%,35.8%
Wimbledon,6,Grass,9,3,6,33.3%,8,4,4,50.0%,2007,2019,R32,6,0.92,14.8%,2.0%,65.6%,78.1%,51.4%,68.9%,28.5%,67.4%,41.2%
US Open,8,Hard,11,3,8,27.3%,3,1,2,33.3%,2010,2018,R32,7,0.94,11.2%,3.3%,56.4%,73.2%,49.3%,62.8%,34.9%,51.9%,32.8%
Davis Cup,11,,30,16,14,53.3%,18,10,8,55.6%,2008,2018,,6,0.87,10.5%,2.4%,61.5%,71.6%,39.6%,59.3%,35.3%,58.6%,32.2%
Rotterdam,9,Hard,12,3,9,25.0%,8,4,4,50.0%,2007,2018,R16,12,0.75,11.1%,2.0%,57.4%,72.1%,49.3%,62.4%,28.2%,64.0%,34.0%
s Hertogenbosch,7,Grass,13,6,7,46.2%,8,3,5,37.5%,2007,2019,QF,8,0.80,7.8%,2.5%,62.5%,70.1%,45.3%,60.8%,31.4%,63.0%,45.8%
Indian Wells Masters,5,Hard,10,5,5,50.0%,2,0,2,0.0%,2010,2016,R32,10,0.99,12.6%,1.8%,59.7%,72.4%,50.9%,63.7%,35.8%,56.3%,40.4%
Miami Masters,4,Hard,12,8,4,66.7%,6,5,1,83.3%,2010,2015,R32,12,1.10,13.5%,2.9%,57.9%,78.1%,51.1%,66.7%,36.4%,68.3%,37.5%
Monte Carlo Masters,4,Clay,9,5,4,55.6%,1,0,1,0.0%,2010,2016,R32,9,0.97,6.8%,2.2%,59.8%,68.9%,50.2%,61.4%,37.5%,58.0%,38.8%
Brisbane,4,Hard,4,0,4,0.0%,2,0,2,0.0%,2011,2016,R32,4,0.65,15.4%,0.8%,62.5%,69.1%,50.5%,62.2%,24.5%,59.1%,28.6%
