Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2023,21,6,15,28.6%,19-31,38.0%,222-258,46.3%,2-8,20.0%,21,66.5%,26.9%,3.4%,4.3%,57.6%,65.8%,45.3%,57.1%,40.4%,48.5%,0.94,R16 (5x)
2022,40,24,16,60.0%,54-43,55.7%,486-457,51.5%,7-7,50.0%,40,71.9%,31.4%,6.1%,4.9%,56.6%,68.3%,48.8%,59.9%,42.4%,50.9%,1.06,F (Washington)
2021,22,10,12,45.5%,22-28,44.0%,233-250,48.2%,2-5,28.6%,22,65.7%,31.5%,5.1%,6.3%,51.7%,66.1%,46.3%,56.6%,41.7%,49.3%,0.96,F (Gippsland Trophy)
2020,5,2,3,40.0%,5-7,41.7%,58-56,50.9%,0-2,0.0%,5,64.3%,38.6%,4.7%,4.2%,58.4%,62.2%,48.1%,56.3%,44.1%,50.3%,1.01,R64 (2x)
2019,19,9,10,47.4%,22-25,46.8%,221-228,49.2%,3-2,60.0%,19,64.4%,34.5%,4.2%,6.1%,59.7%,65.1%,42.7%,56.0%,44.0%,49.9%,1.00,R16 (3x)
2018,24,12,12,50.0%,29-24,54.7%,249-238,51.1%,1-3,25.0%,24,65.7%,37.7%,4.2%,6.7%,59.9%,63.6%,45.8%,56.5%,44.4%,50.4%,1.02,QF (Brisbane)
2017,6,4,2,66.7%,8-6,57.1%,62-64,49.2%,0-0,-,6,37.5%,22.2%,2.9%,3.9%,70.8%,62.2%,43.8%,56.9%,42.9%,49.9%,1.00,QF (US Open)
2016,1,0,1,0.0%,0-2,0.0%,6-13,31.6%,0-0,-,1,44.4%,20.0%,2.0%,8.2%,65.3%,65.6%,11.8%,46.9%,38.7%,42.3%,0.73,R32 (Rabat)
2015,21,9,12,42.9%,20-21,48.8%,184-186,49.7%,1-0,100.0%,18,57.6%,33.7%,5.6%,7.6%,55.6%,66.7%,44.8%,57.0%,42.0%,49.7%,0.98,QF (Brisbane)
2014,39,20,19,51.3%,49-45,52.1%,443-426,51.0%,9-4,69.2%,36,-,-,5.3%,7.1%,56.0%,64.7%,43.6%,55.4%,43.0%,49.3%,0.96,QF (4x)
2013,31,21,10,67.7%,44-26,62.9%,366-314,53.8%,7-2,77.8%,30,-,-,5.7%,6.3%,56.3%,69.2%,47.2%,59.6%,44.0%,51.8%,1.09,W (Brussels)
2012,34,25,9,73.5%,52-25,67.5%,396-296,57.2%,3-2,60.0%,34,-,-,6.0%,7.0%,57.3%,69.1%,46.1%,59.2%,47.1%,53.2%,1.16,W (2x)
2011,37,19,18,51.4%,46-44,51.1%,436-414,51.3%,3-6,33.3%,35,-,-,5.6%,5.5%,57.1%,66.9%,44.1%,57.1%,43.4%,50.4%,1.01,F (Moscow)
2010,50,32,18,64.0%,72-40,64.3%,589-476,55.3%,9-4,69.2%,42,-,-,5.2%,7.3%,59.2%,67.4%,44.4%,58.0%,46.0%,51.9%,1.09,W (Palermo)
2009,41,20,21,48.8%,47-46,50.5%,441-429,50.7%,2-7,22.2%,35,-,-,4.4%,7.4%,52.7%,64.5%,42.6%,54.2%,44.8%,49.5%,0.98,SF (Dubai)
2008,54,33,21,61.1%,75-55,57.7%,633-563,52.9%,11-4,73.3%,37,-,-,3.2%,6.7%,58.5%,63.7%,45.1%,56.0%,45.2%,50.7%,1.03,F (Japan Open)
2007,30,13,17,43.3%,33-38,46.5%,320-333,49.0%,3-4,42.9%,21,-,-,4.0%,9.5%,56.7%,65.8%,39.3%,54.3%,42.9%,48.6%,0.94,SF (Bad Gastein)
2006,34,17,17,50.0%,41-39,51.2%,374-384,49.3%,5-2,71.4%,5,-,-,5.3%,5.9%,49.7%,61.6%,49.7%,55.6%,43.5%,49.5%,0.98,F (Hasselt)
2005,5,3,2,60.0%,6-5,54.5%,56-54,50.9%,2-1,66.7%,0,,,,,,,,,,,,SF (Kolkata)
2004,3,0,3,0.0%,0-6,0.0%,13-37,26.0%,0-1,0.0%,0,,,,,,,,,,,,
2003,1,0,1,0.0%,0-2,0.0%,5-12,29.4%,0-0,-,0,,,,,,,,,,,,
2002,9,4,5,44.4%,8-12,40.0%,76-96,44.2%,0-0,-,0,,,,,,,,,,,,R16 (2x)
2001,4,1,3,25.0%,4-6,40.0%,43-43,50.0%,0-0,-,0,,,,,,,,,,,,
2000,4,4,0,100.0%,8-0,100.0%,49-13,79.0%,0-0,-,0,,,,,,,,,,,,
Career,535,288,247,53.8%,664-576,53.5%,5961-5640,51.4%,70-64,52.2%,431,66.7%,32.4%,4.9%,6.5%,57.0%,66.1%,44.9%,57.0%,43.8%,50.4%,1.02,
