Match,Result,Avg Speed,1st Avg,1st StDev,1st T Avg,1st Wide Avg,Max 1st,Min 1st,2nd Avg,2nd StDev,2nd T Avg,2nd Wide Avg,Max 2nd,Min 2nd
2023 US Open R64,L vs Zheng,86.6,91.8,8.0,96.7,86.9,105,67,79.9,5.1,84.0,79.0,90,70
2023 US Open R128,W vs Strycova,88.2,93.7,7.7,96.0,94.9,106,69,80.7,5.4,81.5,75.7,89,67
2023 Wimbledon R128,L vs Kudermetova,94.5,100.5,4.1,101.8,99.0,108,88,84.9,3.6,90.0,83.0,92,78
2022 US Open R64,L vs Sabalenka,93.3,97.7,5.5,99.9,96.9,107,69,82.6,4.4,82.5,84.5,89,72
2022 US Open R128,W vs Martincova,90.8,96.7,9.6,96.1,96.2,112,65,80.3,6.0,82.3,72.0,90,67
2021 US Open R64,L vs Fernandez,92.0,99.1,5.7,101.0,96.8,109,86,82.3,3.6,82.7,82.3,88,74
2021 US Open R128,W vs Putintseva,92.9,100.7,5.1,104.1,97.5,112,82,85.4,5.0,92.0,80.8,101,75
2019 US Open R64,L vs Vekic,91.8,95.8,5.9,98.5,96.5,105,79,84.0,5.0,93.0,84.3,93,75
2019 Wimbledon R64,L vs Bencic,96.1,102.2,3.5,104.0,98.9,108,94,88.6,2.8,88.0,92.0,94,82
2019 Roland Garros R16,L vs Martic,91.1,95.9,4.5,,,103,86,83.3,5.4,,,94,71
2019 Roland Garros R32,W vs Kudermetova,96.3,100.3,3.4,,,108,93,87.1,3.9,,,95,78
2019 Roland Garros R64,W vs Zhang,93.4,96.5,5.8,,,107,75,84.3,4.7,,,95,75
2019 Roland Garros R128,W vs Goerges,94.0,98.5,4.0,,,106,88,86.8,4.4,,,93,77
2018 US Open R16,L vs Williams,92.5,96.2,5.9,98.2,91.6,108,80,85.6,4.2,86.0,80.0,96,80
2018 US Open R32,W vs Peterson,90.9,92.8,7.4,93.1,92.1,107,75,82.6,3.8,,,90,76
2018 US Open R128,W vs Halep,94.3,97.7,5.1,98.7,94.0,109,88,85.1,5.7,,82.0,96,76
2017 US Open QF,L vs Keys,95.3,99.3,3.0,100.7,97.3,106,91,86.1,4.6,,82.0,94,78
2017 US Open R16,W vs Kasatkina,92.5,94.9,5.3,96.8,93.1,106,83,82.8,5.3,84.5,78.7,94,74
2017 US Open R32,W vs Osaka,91.2,94.2,3.4,95.7,92.8,101,87,84.3,3.6,83.0,82.0,91,77
2017 US Open R64,W vs Wickmayer,90.1,91.3,4.9,93.1,89.3,102,80,82.5,4.2,82.0,77.0,90,77
Career (38 matches),,93.4,97.4,5.4,98.7,94.5,115,65,84.1,4.5,85.4,80.4,101,63
