Match,Result,GP Conv,BP Conv,SP Conv,MP Conv,BP Saved,SP Saved,MP Saved,TB SPW,TB RPW
2023 US Open R64,L vs Zheng,64% (7/11),33% (3/9),1/1,0/0,25% (2/8),0/2,0/1,- (0/0),- (0/0)
2023 US Open R128,W vs Strycova,56% (9/16),75% (3/4),2/5,1/3,0% (0/1),0/0,0/0,- (0/0),- (0/0)
2023 Wimbledon R128,L vs Kudermetova,56% (10/18),0% (0/3),0/0,0/0,86% (6/7),2/4,1/2,60% (3/5),17% (1/6)
2023 Roland Garros R128,L vs Keys,54% (7/13),33% (1/3),1/1,0/0,64% (7/11),2/4,2/3,- (0/0),- (0/0)
2023 Miami R128,L vs Giorgi,67% (14/21),40% (4/10),1/2,0/0,60% (6/10),5/7,3/4,65% (11/17),25% (4/16)
2022 Guadalajara 2 R64,L vs Samsonova,71% (5/7),50% (1/2),0/0,0/0,50% (5/10),0/2,0/1,- (0/0),- (0/0)
2022 US Open R64,L vs Sabalenka,92% (11/12),56% (5/9),1/3,0/2,33% (2/6),3/5,2/3,44% (4/9),44% (4/9)
2022 US Open R128,W vs Martincova,59% (10/17),50% (2/4),2/2,1/1,80% (4/5),0/0,0/0,83% (5/6),40% (2/5)
2022 Washington F,L vs Samsonova,85% (11/13),50% (1/2),1/1,0/0,25% (1/4),1/3,0/1,- (0/0),- (0/0)
2022 Wimbledon R128,L vs Parry,67% (6/9),50% (2/4),0/0,0/0,43% (3/7),0/2,0/1,- (0/0),- (0/0)
2022 Australian Open QF,L vs Swiatek,45% (10/22),38% (5/13),1/9,0/0,54% (7/13),1/3,1/2,25% (1/4),20% (1/5)
2021 US Open R64,L vs Fernandez,53% (9/17),13% (1/8),0/4,0/0,67% (6/9),0/2,0/1,- (0/0),- (0/0)
2021 US Open R128,W vs Putintseva,56% (9/16),45% (5/11),2/5,1/2,29% (2/7),1/2,0/0,67% (4/6),60% (3/5)
2021 Wimbledon R128,L vs Samsonova,56% (5/9),50% (1/2),0/0,0/0,43% (3/7),1/3,1/2,- (0/0),- (0/0)
2021 Roland Garros R128,L vs Vondrousova,86% (6/7),50% (3/6),1/1,0/0,46% (6/13),0/2,0/1,- (0/0),- (0/0)
2021 Australian Open R32,L vs Vekic,72% (13/18),57% (4/7),1/2,0/1,76% (13/17),2/4,1/2,40% (2/5),0% (0/4)
2021 Australian Open R64,W vs Kenin,82% (9/11),43% (3/7),2/2,1/1,100% (7/7),0/0,0/0,- (0/0),- (0/0)
2021 Australian Open R128,W vs Sevastova,70% (7/10),50% (5/10),2/4,1/2,50% (1/2),0/0,0/0,- (0/0),- (0/0)
2021 Gippsland Trophy F,L vs Mertens,50% (4/8),50% (1/2),0/0,0/0,0% (0/4),1/3,1/2,- (0/0),- (0/0)
2021 Gippsland Trophy R32,W vs Sabalenka,31% (8/26),86% (6/7),2/7,1/6,57% (4/7),2/3,0/0,- (0/0),- (0/0)
2023 (5 matches),,59.5%,37.9%,55.6%,33.3%,56.8%,52.9%,60.0%,63.6%,22.7%
2022 (6 matches),,66.3%,47.1%,33.3%,33.3%,48.9%,33.3%,37.5%,52.6%,36.8%
2021 (9 matches),,57.4%,48.3%,40.0%,33.3%,57.5%,36.8%,37.5%,54.5%,33.3%
2020 (3 matches),,65.0%,45.2%,50.0%,100.0%,55.2%,66.7%,33.3%,40.0%,20.0%
2019 (20 matches),,58.1%,39.8%,53.3%,62.5%,53.5%,35.0%,47.4%,58.8%,40.0%
Career (219 matches),,59.4%,45.8%,50.7%,51.2%,57.2%,44.2%,45.2%,59.2%,41.9%
