Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2023 US Open R64,L vs Zheng,42% (5/12),60% (3/5),2/5,46% (6/13),0% (0/6),3/3,1/1,0/1,0/0,0/1
2023 US Open R128,W vs Strycova,30% (3/10),100% (3/3),1/1,10% (1/10),0% (0/1),3/3,2/2,0/0,1/1,0/0
2023 Wimbledon R128,L vs Kudermetova,9% (1/11),0% (0/1),0/0,36% (4/11),75% (3/4),0/0,0/0,0/1,0/0,0/1
2023 Roland Garros R128,L vs Keys,8% (1/12),100% (1/1),0/4,55% (6/11),33% (2/6),1/1,1/1,2/2,0/0,1/1
2023 Miami R128,L vs Giorgi,39% (7/18),57% (4/7),0/4,39% (7/18),43% (3/7),4/4,0/0,7/7,0/0,4/4
2022 Guadalajara 2 R64,L vs Samsonova,22% (2/9),50% (1/2),0/3,60% (6/10),17% (1/6),1/1,0/0,1/3,0/0,1/2
2022 US Open R64,L vs Sabalenka,53% (8/15),63% (5/8),1/4,27% (4/15),0% (0/4),4/5,1/3,2/2,0/2,1/1
2022 US Open R128,W vs Martincova,30% (3/10),67% (2/3),1/1,18% (2/11),50% (1/2),2/2,1/1,2/2,1/1,0/0
2022 Washington F,L vs Samsonova,14% (2/14),50% (1/2),0/2,21% (3/14),0% (0/3),0/0,0/0,0/1,0/0,0/0
2022 Wimbledon R128,L vs Parry,20% (2/10),100% (2/2),1/4,40% (4/10),0% (0/4),0/2,0/0,1/1,0/0,0/0
2022 Australian Open QF,L vs Swiatek,47% (7/15),71% (5/7),1/5,56% (9/16),33% (3/9),2/5,1/1,2/3,0/0,0/1
2021 US Open R64,L vs Fernandez,42% (5/12),20% (1/5),0/1,58% (7/12),57% (4/7),1/1,0/1,1/3,0/0,0/1
2021 US Open R128,W vs Putintseva,57% (8/14),63% (5/8),0/4,43% (6/14),17% (1/6),1/4,0/1,1/2,0/0,1/1
2021 Wimbledon R128,L vs Samsonova,11% (1/9),100% (1/1),0/4,56% (5/9),20% (1/5),0/1,0/0,2/2,0/0,1/1
2021 Roland Garros R128,L vs Vondrousova,25% (3/12),100% (3/3),1/5,62% (8/13),13% (1/8),2/2,0/0,0/2,0/0,0/1
2021 Australian Open R32,L vs Vekic,35% (6/17),67% (4/6),1/3,35% (6/17),33% (2/6),2/3,0/0,0/1,0/0,0/1
2021 Australian Open R64,W vs Kenin,50% (4/8),75% (3/4),0/0,22% (2/9),100% (2/2),3/3,2/2,0/0,1/1,0/0
2021 Australian Open R128,W vs Sevastova,75% (6/8),83% (5/6),0/1,25% (2/8),50% (1/2),4/4,1/1,0/0,1/1,0/0
2021 Gippsland Trophy F,L vs Mertens,11% (1/9),100% (1/1),0/3,50% (4/8),0% (0/4),0/1,0/0,2/3,0/0,1/1
2021 Gippsland Trophy R32,W vs Sabalenka,55% (6/11),100% (6/6),1/3,55% (6/11),50% (3/6),4/5,1/2,1/1,1/1,0/0
2023 (5 matches),,27.0%,64.7%,21.4%,38.1%,33.3%,100.0%,100.0%,81.8%,100.0%,71.4%
2022 (6 matches),,32.9%,66.7%,21.1%,36.8%,17.9%,60.0%,60.0%,66.7%,33.3%,50.0%
2021 (9 matches),,40.0%,72.5%,12.5%,45.5%,32.6%,70.8%,57.1%,50.0%,100.0%,50.0%
2020 (3 matches),,42.5%,82.4%,20.0%,41.0%,18.8%,50.0%,75.0%,57.1%,100.0%,66.7%
2019 (20 matches),,53.2%,69.8%,28.2%,48.7%,25.9%,65.8%,64.3%,51.7%,80.0%,61.5%
Career (219 matches),,47.9%,77.4%,33.1%,43.2%,27.4%,70.1%,68.7%,59.6%,69.1%,63.0%
