Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2024,1,0,1,0.0%,0-2,0.0%,3-12,20.0%,0-0,-,0,,,,,,,,,,,,R32 (W75 Chiasso)
2023,16,10,6,62.5%,20-13,60.6%,167-134,55.5%,2-0,100.0%,4,60.5%,35.6%,3.3%,4.5%,58.7%,66.5%,40.5%,55.8%,42.4%,49.0%,0.96,W (W60 Amstelveen)
2022,5,3,2,60.0%,7-5,58.3%,57-53,51.8%,1-0,100.0%,4,73.3%,35.6%,7.9%,10.5%,49.8%,70.3%,51.1%,60.6%,42.1%,51.4%,1.07,SF (Paris 125)
2021,12,11,1,91.7%,22-3,88.0%,144-68,67.9%,0-0,-,0,,,,,,,,,,,,W (2x)
2020,16,15,1,93.8%,30-4,88.2%,200-111,64.3%,2-0,100.0%,0,,,,,,,,,,,,W (3x)
2019,10,8,2,80.0%,17-4,81.0%,122-66,64.9%,0-2,0.0%,2,66.7%,52.9%,2.6%,6.0%,50.4%,66.1%,53.4%,59.8%,50.8%,55.2%,1.26,W (W15 Milovice)
2018,8,7,1,87.5%,15-3,83.3%,103-50,67.3%,0-1,0.0%,0,,,,,,,,,,,,W (Brescia $60K)
2017,18,17,1,94.4%,33-6,84.6%,221-106,67.6%,2-1,66.7%,3,70.8%,52.0%,5.4%,3.4%,54.4%,67.9%,50.0%,59.7%,49.3%,54.6%,1.22,W (3x)
2016,5,3,2,60.0%,8-5,61.5%,63-51,55.3%,0-1,0.0%,0,,,,,,,,,,,,QF (Padova $25K)
2015,14,10,4,71.4%,23-9,71.9%,170-120,58.6%,2-2,50.0%,0,,,,,,,,,,,,W (Bangkok $25K)
2014,10,9,1,90.0%,18-5,78.3%,126-76,62.4%,0-0,-,0,,,,,,,,,,,,W (Biarritz 100K)
2013,2,1,1,50.0%,3-2,60.0%,25-19,56.8%,0-0,-,0,,,,,,,,,,,,R16 (Sharm El Sheikh 75K)
2011,8,6,2,75.0%,12-2,85.7%,82-47,63.6%,2-0,100.0%,0,,,,,,,,,,,,SF (2x)
2010,10,10,0,100.0%,20-1,95.2%,128-57,69.2%,0-1,0.0%,0,,,,,,,,,,,,W (2x)
2009,2,1,1,50.0%,2-2,50.0%,16-18,47.1%,0-0,-,0,,,,,,,,,,,,R16 (Dubai 75K)
2007,4,3,1,75.0%,6-2,75.0%,45-39,53.6%,2-1,66.7%,0,,,,,,,,,,,,SF (Biella 100K)
2006,11,7,4,63.6%,18-9,66.7%,142-109,56.6%,2-1,66.7%,0,,,,,,,,,,,,SF (Saint Raphael 50K)
2005,46,31,15,67.4%,66-35,65.3%,531-397,57.2%,5-7,41.7%,0,,,,,,,,,,,,W (Fano 75K)
2004,17,13,4,76.5%,28-13,68.3%,216-167,56.4%,3-0,100.0%,0,,,,,,,,,,,,W (Sunderland 1 25K)
2003,41,28,13,68.3%,61-27,69.3%,466-354,56.8%,8-3,72.7%,0,,,,,,,,,,,,W (2x)
2002,6,2,4,33.3%,5-8,38.5%,56-58,49.1%,0-0,-,0,,,,,,,,,,,,QF (Tallinn 25K)
2001,17,14,3,82.4%,29-8,78.4%,208-124,62.7%,1-1,50.0%,0,,,,,,,,,,,,W (Tallinn 25K)
2000,5,5,0,100.0%,10-0,100.0%,61-25,70.9%,1-0,100.0%,0,,,,,,,,,,,,W (Tallinn 10K)
1999,5,4,1,80.0%,8-2,80.0%,55-33,62.5%,0-2,0.0%,0,,,,,,,,,,,,F (Tallinn 10K)
Career,289,218,71,75.4%,461-170,73.1%,3407-2294,59.8%,33-23,58.9%,13,67.7%,40.9%,5.2%,6.5%,53.7%,67.9%,48.1%,58.7%,44.8%,51.7%,1.09,
