Match,Result,Unret%,<=3 W%,RiP W%,1st: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2ndAgg
2023 US Open R128,W vs Strycova,21.4%,37.5%,65.1%,25.8%,48.4%,65.2%,54.5%,35.0%,0.0%,16.7%,25.0%,65.0%,0.0%,36.4%,-,-56
2023 Roland Garros R128,L vs Keys,20.3%,27.0%,49.1%,19.5%,31.7%,51.5%,36.8%,68.2%,50.0%,25.9%,25.9%,45.0%,16.7%,80.0%,100.0%,115
2023 Miami R128,L vs Giorgi,37.4%,47.3%,43.8%,49.3%,61.3%,50.0%,46.4%,55.3%,80.0%,25.5%,34.0%,37.1%,4.5%,16.0%,50.0%,52
2022 Guadalajara R64,L vs Samsonova,30.8%,40.0%,32.5%,44.7%,55.3%,33.3%,42.1%,57.9%,40.0%,13.6%,22.7%,31.6%,0.0%,69.2%,100.0%,9
2022 US Open R64,L vs Sabalenka,34.5%,43.7%,44.2%,40.4%,54.4%,55.9%,70.0%,48.6%,50.0%,28.0%,28.0%,22.2%,7.1%,45.5%,100.0%,97
2022 Washington F,L vs Samsonova,39.1%,50.7%,50.0%,43.2%,59.1%,56.0%,42.9%,60.9%,50.0%,34.8%,39.1%,40.0%,20.0%,92.3%,100.0%,-7
2022 Australian Open QF,L vs Swiatek,19.4%,32.3%,44.8%,24.7%,39.7%,43.6%,50.0%,37.1%,66.7%,12.8%,23.4%,46.3%,6.3%,45.2%,60.0%,-9
2022 Australian Open R16,W vs Sabalenka,29.2%,40.6%,54.9%,32.7%,50.0%,60.0%,80.0%,81.3%,100.0%,28.0%,34.0%,50.0%,39.1%,40.7%,40.0%,-14
2021 US Open R64,L vs Fernandez,20.9%,36.3%,50.0%,30.6%,59.2%,67.6%,73.9%,34.6%,20.0%,10.5%,10.5%,32.4%,11.1%,45.0%,33.3%,-9
2021 Gippsland Trophy F,L vs Mertens,22.2%,31.1%,45.2%,22.7%,40.9%,58.8%,83.3%,70.0%,100.0%,26.3%,26.3%,28.6%,0.0%,76.9%,100.0%,106
2021 Gippsland Trophy R32,W vs Sabalenka,24.2%,34.7%,42.0%,35.4%,47.9%,45.2%,57.1%,59.3%,66.7%,13.6%,22.7%,39.5%,8.7%,61.9%,66.7%,-27
2019 Moscow R16,L vs Bertens,23.5%,30.6%,41.4%,35.2%,48.1%,48.6%,53.6%,50.0%,75.0%,10.3%,10.3%,34.3%,11.8%,54.5%,0.0%,-14
2019 US Open R64,L vs Vekic,16.2%,24.3%,50.0%,17.4%,28.3%,52.6%,38.1%,48.0%,66.7%,16.7%,20.8%,45.0%,16.7%,25.0%,0.0%,46
2019 Roland Garros R32,W vs Kudermetova,32.1%,35.9%,46.9%,42.3%,48.1%,53.3%,58.3%,35.7%,0.0%,13.6%,13.6%,36.8%,10.0%,58.3%,100.0%,14
2019 Australian Open R128,L vs Halep,23.9%,33.0%,50.0%,30.6%,43.1%,48.0%,46.9%,50.0%,50.0%,12.5%,15.6%,53.6%,50.0%,31.3%,50.0%,6
2018 US Open R32,W vs Peterson,13.2%,23.5%,55.2%,14.5%,23.6%,59.6%,58.3%,51.6%,100.0%,8.3%,25.0%,36.4%,50.0%,75.0%,100.0%,-30
2018 US Open R128,W vs Halep,18.8%,37.5%,60.0%,25.0%,46.9%,54.2%,50.0%,18.8%,-,8.3%,25.0%,72.7%,0.0%,75.0%,100.0%,-42
2018 Cincinnati R32,L vs Barty,20.3%,31.1%,43.1%,25.6%,44.2%,50.0%,46.2%,64.7%,100.0%,17.4%,17.4%,31.6%,0.0%,61.1%,100.0%,30
2018 Brisbane QF,L vs Pliskova,22.2%,33.3%,47.9%,25.0%,46.2%,56.4%,46.4%,33.3%,37.5%,24.4%,26.7%,38.2%,27.3%,39.1%,50.0%,107
2017 US Open QF,L vs Keys,25.0%,32.8%,43.5%,23.3%,34.9%,54.5%,42.9%,50.0%,40.0%,31.6%,31.6%,15.4%,25.0%,54.5%,0.0%,11
Career (28 matches),,25.2%,34.6%,46.7%,31.6%,44.8%,51.4%,53.8%,51.7%,55.5%,18.5%,22.9%,39.9%,19.4%,47.6%,57.4%,59
