Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2025 Brazzaville CH R32,W vs Momo Kassa,2.08,21.64,20.3,2.0,28.6%,100.0%,8.3%,83.3%,75.0%,85.7%
2022 Amersfoort CH R32,W vs Skatov,0.96,1.27,61.2,3.5,10.9%,63.0%,14.6%,73.2%,34.0%,52.2%
2019 M15 Antalya QF,W vs Grynkowski,1.24,2.92,31.2,2.0,-,57.1%,-,94.7%,61.9%,55.6%
2025 (1 matches),,2.08,21.64,20.3,2.0,28.6%,100.0%,8.3%,83.3%,75.0%,85.7%
2022 (1 matches),,0.96,1.27,61.2,3.5,10.9%,63.0%,14.6%,73.2%,34.0%,52.2%
2019 (1 matches),,1.24,2.92,31.2,2.0,0.0%,57.1%,0.0%,94.7%,61.9%,55.6%
Career (3 matches),,1.22,2.48,46.5,2.3,11.1%,67.9%,9.7%,80.6%,48.3%,59.0%
